,EURO,AUL,CAN,FRA,GER,JAP,USA
1996-03-19,,10.125,10.375,12.75,13.5,60.0,651.6900019999998
1996-03-20,,10.125,10.375,12.75,13.5,60.0,649.97998
1996-03-21,,10.25,10.375,12.625,13.5,61.5,649.1900019999998
1996-03-22,,10.25,10.375,12.625,13.5,61.25,650.619995
1996-03-25,,10.25,10.375,12.625,13.6875,61.75,650.039978
1996-03-26,,10.25,10.375,13.0,13.625,61.75,652.969971
1996-03-27,,10.25,10.375,12.875,13.5,62.25,648.909973
1996-03-28,,10.25,10.375,12.9375,13.625,62.25,648.9400019999998
1996-03-29,,10.25,10.4375,13.1875,13.5,62.75,645.5
1996-04-01,,10.375,10.4375,13.1875,13.5625,62.75,653.72998
1996-04-02,,10.375,10.5,13.375,13.625,63.25,655.26001
1996-04-03,,10.25,10.5,13.375,13.5,62.75,655.880005
1996-04-04,,10.375,10.5,13.375,13.4375,63.0,655.8599849999998
1996-04-08,,10.1875,10.5,13.375,13.375,62.0,644.23999
1996-04-09,,10.3125,10.5,13.375,13.4375,63.0,642.1900019999998
1996-04-10,,10.25,10.625,13.3125,13.4375,62.5,633.5
1996-04-11,,10.25,10.5,13.1875,13.4375,62.5,631.179993
1996-04-12,,10.25,10.5,13.25,13.4375,62.75,636.710022
1996-04-15,,10.5,10.5,13.25,13.4375,63.0,642.48999
1996-04-16,,10.4375,10.625,13.25,13.4375,63.0,645.0
1996-04-17,,10.4375,10.75,13.0,13.375,62.75,641.6099849999998
1996-04-18,,10.5,10.625,13.1875,13.375,63.0,643.6099849999998
1996-04-19,,10.5,10.75,13.375,13.4375,63.75,645.070007
1996-04-22,,10.5,10.75,13.375,13.375,65.75,647.8900150000002
1996-04-23,,10.625,10.75,13.375,13.375,65.25,651.580017
1996-04-24,,10.6875,10.75,13.4375,13.25,66.0,650.169983
1996-04-25,,10.6875,10.75,13.3125,13.1875,65.75,652.869995
1996-04-26,,10.8125,10.8125,13.4375,13.25,66.0,653.460022
1996-04-29,,10.75,10.875,13.4375,13.125,65.5,654.159973
1996-04-30,,10.6875,10.8125,13.375,12.875,65.75,654.169983
1996-05-01,,10.6875,10.75,13.375,12.9375,65.75,654.580017
1996-05-02,,10.8125,10.625,13.5,12.9375,65.0,643.380005
1996-05-03,,10.8125,10.6875,13.3125,13.0,65.0,641.630005
1996-05-06,,10.75,10.6875,13.25,13.0,64.75,640.8099980000002
1996-05-07,,10.8125,10.6875,13.1875,13.0,64.75,638.26001
1996-05-08,,10.8125,10.6875,13.1875,13.0625,65.0,644.77002
1996-05-09,,10.75,10.6875,13.1875,13.0625,64.75,645.4400019999998
1996-05-10,,10.75,10.6875,13.25,13.0625,64.25,652.090027
1996-05-13,,10.5625,10.6875,13.125,12.875,63.25,661.51001
1996-05-14,,10.75,10.6875,13.25,13.0625,63.75,665.599976
1996-05-15,,10.6875,10.75,13.25,13.125,64.25,665.419983
1996-05-16,,10.5625,10.875,13.25,13.125,64.5,664.849976
1996-05-17,,10.5625,10.9375,13.375,13.25,64.0,668.909973
1996-05-20,,10.625,10.875,13.375,13.25,63.75,673.150024
1996-05-21,,10.5625,10.9375,13.375,13.125,63.5,672.76001
1996-05-22,,10.5625,10.875,13.25,13.125,63.25,678.419983
1996-05-23,,10.5625,10.875,13.0625,13.25,62.75,676.0
1996-05-24,,10.5625,10.875,13.1875,13.25,62.5,678.51001
1996-05-28,,10.5625,10.9375,13.375,13.1875,62.5,672.22998
1996-05-29,,10.625,10.875,13.3125,13.125,62.5,667.929993
1996-05-30,,10.5625,10.75,13.1875,13.125,62.75,671.700012
1996-05-31,,10.625,10.75,13.25,13.1875,62.75,669.119995
1996-06-03,,10.375,10.8125,13.25,13.1875,61.75,667.679993
1996-06-04,,10.5,10.8125,13.375,13.25,62.25,672.5599980000002
1996-06-05,,10.4375,10.8125,13.375,13.375,62.0,678.4400019999998
1996-06-06,,10.375,10.8125,13.375,13.375,62.0,673.030029
1996-06-07,,10.25,10.8125,13.375,13.375,61.5,673.3099980000002
1996-06-10,,10.3125,10.75,13.375,13.25,61.5,672.159973
1996-06-11,,10.375,10.75,13.3125,13.25,61.75,670.969971
1996-06-12,,10.4375,10.75,13.3125,13.25,62.5,669.039978
1996-06-13,,10.5,10.75,13.3125,13.25,62.75,667.919983
1996-06-14,,10.5,10.75,13.25,13.25,63.0,665.849976
1996-06-17,,10.4375,10.5625,13.25,13.1875,62.75,665.159973
1996-06-18,,10.5,10.5625,13.5,13.5,63.5,662.0599980000002
1996-06-19,,10.375,10.5625,13.5,13.375,63.75,661.960022
1996-06-20,,10.5625,10.5625,13.375,13.25,64.0,662.099976
1996-06-21,,10.5625,10.625,13.3125,13.1875,64.5,666.840027
1996-06-24,,10.5625,10.625,13.375,13.3125,63.5,668.849976
1996-06-25,,10.5625,10.625,13.5,13.5,63.25,668.47998
1996-06-26,,10.5625,10.5625,13.625,13.4375,63.5,664.3900150000002
1996-06-27,,10.375,10.5625,13.625,13.5,63.5,668.549988
1996-06-28,,10.4375,10.5625,13.625,13.625,63.5,670.630005
1996-07-01,,10.4375,10.625,13.625,13.5625,63.25,675.880005
1996-07-02,,10.5,10.75,13.625,13.5625,62.5,673.6099849999998
1996-07-03,,10.3125,10.75,13.75,13.625,62.5,672.400024
1996-07-05,,10.375,10.75,13.625,13.5,61.25,657.4400019999998
1996-07-08,,10.25,10.6875,13.5,13.5,60.75,652.539978
1996-07-09,,10.375,10.875,13.5,13.3125,61.0,654.75
1996-07-10,,10.375,10.75,13.4375,13.3125,60.75,656.0599980000002
1996-07-11,,10.0625,10.5625,13.4375,13.25,60.0,645.669983
1996-07-12,,10.125,10.5625,13.375,13.375,60.25,646.1900019999998
1996-07-15,,9.75,10.6875,13.25,13.375,59.75,629.799988
1996-07-16,,9.5625,10.25,13.1875,13.375,60.0,628.369995
1996-07-17,,9.875,10.4375,13.3125,13.5,60.25,634.070007
1996-07-18,,9.875,10.375,13.4375,13.625,61.25,643.5599980000002
1996-07-19,,10.0,10.375,13.4375,13.5625,60.5,638.72998
1996-07-22,,10.0,10.375,13.0,13.25,59.75,633.77002
1996-07-23,,10.0,10.375,13.125,13.375,60.25,626.869995
1996-07-24,,9.625,10.375,13.125,13.1875,58.5,626.650024
1996-07-25,,9.625,10.375,13.125,13.5,59.25,631.169983
1996-07-26,,9.8125,10.375,13.125,13.5,59.75,635.900024
1996-07-29,,9.8125,10.375,13.1875,13.375,59.25,630.909973
1996-07-30,,9.8125,10.375,13.25,13.375,59.75,635.26001
1996-07-31,,10.0,10.375,13.4375,13.75,60.5,639.950012
1996-08-01,,10.0,10.375,13.375,13.75,60.5,650.02002
1996-08-02,,10.0,10.5,13.5625,13.75,60.5,662.48999
1996-08-05,,10.0,10.5,13.5,13.8125,60.75,660.22998
1996-08-06,,10.0,10.5,13.4375,13.75,59.75,662.380005
1996-08-07,,10.125,10.5,13.375,13.8125,59.25,664.159973
1996-08-08,,10.125,10.5625,13.3125,13.8125,59.0,662.590027
1996-08-09,,10.0,10.5,13.3125,13.8125,58.75,662.099976
1996-08-12,,10.0,10.5,13.1875,13.75,59.0,665.77002
1996-08-13,,10.0,10.5,13.1875,13.9375,59.25,660.200012
1996-08-14,,10.125,10.5,13.125,13.875,59.5,662.049988
1996-08-15,,10.125,10.5,13.1875,13.75,59.5,662.280029
1996-08-16,,10.125,10.75,13.1875,13.8125,59.0,665.210022
1996-08-19,,10.4375,10.75,13.25,13.875,59.5,666.580017
1996-08-20,,10.375,10.75,13.25,13.875,59.0,665.6900019999998
1996-08-21,,10.5,10.75,13.3125,13.75,59.75,665.070007
1996-08-22,,10.375,10.75,13.25,13.8125,60.0,670.679993
1996-08-23,,10.4375,10.75,13.25,13.9375,59.75,667.030029
1996-08-26,,10.25,10.75,13.125,13.875,59.25,663.880005
1996-08-27,,10.1875,10.8125,13.125,13.875,58.75,666.400024
1996-08-28,,10.125,10.8125,12.875,13.6875,58.5,664.8099980000002
1996-08-29,,10.125,10.625,12.875,13.625,58.0,657.400024
1996-08-30,,10.1875,10.625,12.6875,13.5625,57.25,651.98999
1996-09-03,,10.0,10.5,12.5,13.5,56.5,654.719971
1996-09-04,,10.1875,10.625,12.6875,13.5625,57.0,655.6099849999998
1996-09-05,,10.0625,10.625,12.875,13.5625,57.25,649.4400019999998
1996-09-06,,10.125,10.625,12.9375,13.625,57.25,655.679993
1996-09-09,,10.125,10.6875,13.0,13.6875,57.25,663.76001
1996-09-10,,10.25,10.6875,12.9375,13.5625,57.5,663.8099980000002
1996-09-11,,10.25,10.6875,13.0,13.5625,57.25,667.280029
1996-09-12,,10.25,10.75,13.0,13.625,57.25,671.150024
1996-09-13,,10.125,10.6875,13.125,13.8125,57.75,680.539978
1996-09-16,,10.125,10.9375,13.375,13.875,58.25,683.97998
1996-09-17,,10.125,10.9375,13.25,13.875,59.0,682.9400019999998
1996-09-18,,9.875,10.9375,13.0625,13.6875,58.5,681.469971
1996-09-19,,9.9375,10.9375,13.1875,13.75,59.0,683.0
1996-09-20,,9.875,10.9375,13.1875,13.875,58.5,687.030029
1996-09-23,,9.75,10.9375,13.0625,13.625,58.0,686.47998
1996-09-24,,9.875,10.9375,13.3125,13.875,58.75,685.6099849999998
1996-09-25,,10.125,10.9375,13.5,13.9375,59.0,685.830017
1996-09-26,,10.125,10.9375,13.375,13.9375,59.0,685.8599849999998
1996-09-27,,10.0625,10.9375,13.375,13.875,59.5,686.1900019999998
1996-09-30,,10.1875,11.0625,13.375,13.8125,59.25,687.330017
1996-10-01,,10.125,11.125,13.4375,13.875,59.25,689.080017
1996-10-02,,10.375,11.125,13.5625,14.0,58.75,694.01001
1996-10-03,,10.25,11.25,13.375,13.9375,58.5,692.780029
1996-10-04,,10.3125,11.4375,13.375,14.0625,58.25,701.460022
1996-10-07,,10.4375,11.4375,13.5,14.0625,58.0,703.340027
1996-10-08,,10.375,11.4375,13.5,14.0625,57.0,700.6400150000002
1996-10-09,,10.3125,11.375,13.5625,14.0625,56.75,696.73999
1996-10-10,,10.375,11.4375,13.5,13.875,57.25,694.6099849999998
1996-10-11,,10.5,11.375,13.625,14.0,57.5,700.659973
1996-10-14,,10.5625,11.5,13.5,13.875,57.5,703.539978
1996-10-15,,10.5,11.4375,13.6875,14.0,58.5,702.570007
1996-10-16,,10.625,11.5625,13.5625,13.9375,58.25,704.409973
1996-10-17,,10.625,11.5625,13.625,14.0,58.5,706.98999
1996-10-18,,10.6875,11.625,13.75,14.125,59.0,710.820007
1996-10-21,,10.75,11.6875,13.75,14.125,56.75,709.849976
1996-10-22,,10.75,11.75,13.8125,14.125,57.0,706.570007
1996-10-23,,10.75,11.8125,13.75,14.0,56.5,707.27002
1996-10-24,,10.8125,11.8125,13.75,13.875,57.0,702.289978
1996-10-25,,10.625,11.8125,13.875,14.0625,56.25,700.919983
1996-10-28,,10.375,11.75,13.75,14.125,56.0,697.26001
1996-10-29,,10.375,11.75,13.5,14.0625,55.75,701.5
1996-10-30,,10.5,12.0,13.625,14.0625,55.5,700.900024
1996-10-31,,10.625,12.0,13.6875,13.875,55.25,705.27002
1996-11-01,,10.5,12.0,13.6875,14.0,55.75,703.77002
1996-11-04,,10.625,12.0,13.625,14.0625,55.75,706.72998
1996-11-05,,10.5,12.0625,13.8125,13.9375,55.25,714.1400150000002
1996-11-06,,10.5,12.375,14.125,14.25,56.5,724.590027
1996-11-07,,10.375,12.375,14.125,14.125,56.5,727.650024
1996-11-08,,10.4375,12.25,14.0625,14.25,57.25,730.820007
1996-11-11,,10.4375,12.375,14.125,14.375,57.25,731.869995
1996-11-12,,10.4375,12.4375,14.1875,14.3125,57.25,729.5599980000002
1996-11-13,,10.375,12.375,14.25,14.4375,56.75,731.130005
1996-11-14,,10.5,12.4375,14.25,14.4375,57.0,735.880005
1996-11-15,,10.625,12.4375,14.3125,14.5625,57.25,737.619995
1996-11-18,,10.625,12.5,14.25,14.5625,56.5,737.02002
1996-11-19,,10.625,12.5,14.3125,14.5625,56.5,742.159973
1996-11-20,,10.6875,12.5625,14.25,14.625,57.0,743.950012
1996-11-21,,10.9375,12.6875,14.3125,14.5625,57.0,742.75
1996-11-22,,10.875,12.625,14.3125,14.4375,57.75,748.72998
1996-11-25,,11.0625,12.5625,14.4375,14.4375,57.75,757.030029
1996-11-26,,11.0,12.8125,14.25,14.375,57.5,755.960022
1996-11-27,,10.9375,12.6875,14.1875,14.25,57.25,755.0
1996-11-29,,10.9375,12.6875,14.3125,14.375,56.5,757.02002
1996-12-02,,11.0625,12.6875,14.375,14.4375,55.25,756.5599980000002
1996-12-03,,10.75,12.625,14.375,14.4375,55.25,748.280029
1996-12-04,,10.625,12.375,14.3125,14.3125,55.5,745.099976
1996-12-05,,10.75,12.4375,14.1875,14.5,57.0,744.380005
1996-12-06,,10.5,12.1875,14.0,14.25,55.25,739.599976
1996-12-09,,10.6875,12.3125,14.0625,14.3125,55.75,749.76001
1996-12-10,,10.75,12.4375,14.0625,14.25,55.5,747.539978
1996-12-11,,10.625,12.125,13.9375,14.125,54.0,740.72998
1996-12-12,,10.5,11.9375,13.9375,14.0625,54.5,729.299988
1996-12-13,,10.4375,11.875,13.8125,14.0,54.25,728.6400150000002
1996-12-16,,10.5625,11.875,13.75,14.0625,54.0,720.97998
1996-12-17,,10.375,11.8125,13.8125,14.0625,54.0,726.039978
1996-12-18,,10.375,11.875,13.875,13.9375,53.75,731.539978
1996-12-19,,10.5,11.9375,13.9375,14.0,53.0,745.76001
1996-12-20,,10.8125,12.125,14.1875,14.1875,53.25,748.869995
1996-12-23,,10.8125,12.125,14.125,14.125,53.0,746.919983
1996-12-24,,10.75,12.1875,14.0625,14.1875,51.75,751.030029
1996-12-26,,10.6875,12.0625,14.25,14.1875,52.5,755.820007
1996-12-27,,10.6875,12.25,14.3125,14.1875,52.0,756.789978
1996-12-30,,10.9375,12.3125,14.4375,14.25,52.25,753.849976
1996-12-31,,11.0,12.25,14.5625,14.375,52.25,740.73999
1997-01-02,,10.75,12.1875,14.25,14.25,52.25,737.01001
1997-01-03,,10.6875,12.3125,14.1875,14.1875,52.25,748.030029
1997-01-06,,10.75,12.375,14.25,14.25,53.0,747.650024
1997-01-07,,10.75,12.375,14.3125,14.25,52.0,753.22998
1997-01-08,,10.6875,12.5625,14.3125,14.125,51.25,748.409973
1997-01-09,,10.625,12.5625,14.3125,14.1875,49.75,754.849976
1997-01-10,,10.625,12.6875,14.3125,14.25,47.5,759.5
1997-01-13,,10.6875,12.6875,14.4375,14.25,48.5,759.51001
1997-01-14,,10.6875,12.75,14.5625,14.375,48.5,768.8599849999998
1997-01-15,,10.75,12.875,14.5,14.375,48.75,767.200012
1997-01-16,,10.8125,12.875,14.6875,14.4375,49.0,769.75
1997-01-17,,10.8125,13.0625,14.5,14.375,48.75,776.169983
1997-01-20,,10.8125,13.0625,14.375,14.375,47.25,776.700012
1997-01-21,,10.625,13.0,14.375,14.1875,48.0,782.719971
1997-01-22,,10.75,12.9375,14.375,14.0625,48.0,786.22998
1997-01-23,,10.6875,12.8125,14.5,14.1875,47.0,777.5599980000002
1997-01-24,,10.625,12.6875,14.4375,14.25,46.5,770.52002
1997-01-27,,10.625,12.625,14.25,14.125,45.25,765.02002
1997-01-28,,10.4375,12.875,14.5625,14.1875,46.5,765.02002
1997-01-29,,10.5,12.875,14.375,14.125,46.0,772.5
1997-01-30,,10.375,12.875,14.75,14.1875,45.75,784.169983
1997-01-31,,10.5,12.875,14.75,14.375,47.0,786.159973
1997-02-03,,10.5625,13.0,14.75,14.4375,47.0,786.72998
1997-02-04,,10.4375,12.9375,14.75,14.4375,46.75,789.26001
1997-02-05,,10.5,13.0,14.9375,14.625,46.0,778.280029
1997-02-06,,10.4375,12.75,14.9375,14.5625,45.5,780.150024
1997-02-07,,10.5625,12.8125,15.0625,14.6875,46.0,789.5599980000002
1997-02-10,,10.375,12.8125,15.0,14.75,46.25,785.429993
1997-02-11,,10.5625,12.8125,14.875,14.8125,46.0,789.590027
1997-02-12,,10.625,12.9375,14.875,14.75,46.25,802.77002
1997-02-13,,10.75,13.0,14.9375,14.75,47.0,811.820007
1997-02-14,,10.625,13.125,15.0625,14.75,46.75,808.47998
1997-02-18,,10.875,13.0625,15.0,14.8125,46.5,816.289978
1997-02-19,,10.75,13.0,14.6875,14.75,46.75,812.48999
1997-02-20,,10.75,13.0625,14.75,14.4375,48.25,802.799988
1997-02-21,,10.875,13.0,14.75,14.625,49.0,801.77002
1997-02-24,,11.0,13.0,14.625,14.6875,48.75,810.280029
1997-02-25,,11.0,13.125,15.0,14.875,49.0,812.030029
1997-02-26,,10.6875,12.875,14.9375,14.875,47.5,805.679993
1997-02-27,,10.8125,12.875,15.0625,14.875,48.5,795.070007
1997-02-28,,10.75,12.75,14.875,14.875,48.0,790.820007
1997-03-03,,10.625,12.625,14.8125,14.75,47.75,795.3099980000002
1997-03-04,,10.875,12.625,14.875,15.0625,47.75,790.950012
1997-03-05,,10.75,12.75,15.0,15.125,47.25,801.98999
1997-03-06,,10.9375,12.8125,15.125,15.125,46.25,798.5599980000002
1997-03-07,,10.9375,12.9375,15.0,15.125,46.5,804.969971
1997-03-10,,10.875,13.0625,15.3125,15.375,46.5,813.650024
1997-03-11,,11.0,13.0625,15.125,15.5,47.0,811.340027
1997-03-12,,10.9375,13.125,15.125,15.5,46.25,804.26001
1997-03-13,,10.875,12.875,14.875,15.125,45.0,789.5599980000002
1997-03-14,,10.8125,12.875,15.0,15.5625,45.25,793.169983
1997-03-17,,10.75,12.625,14.75,15.3125,45.5,795.710022
1997-03-18,,10.625,12.625,14.75,15.1875,46.5,789.659973
1997-03-19,,10.625,12.5625,14.6875,15.1875,47.0,785.77002
1997-03-20,,10.5625,12.3125,14.375,14.875,46.5,782.650024
1997-03-21,,10.625,12.4375,14.5625,15.125,47.5,784.099976
1997-03-24,,10.8125,12.6875,14.625,15.25,46.5,790.8900150000002
1997-03-25,,10.6875,12.625,14.875,15.5,47.25,789.070007
1997-03-26,,10.6875,12.625,14.9375,15.75,47.5,790.5
1997-03-27,,10.75,12.4375,15.0625,15.8125,47.5,773.880005
1997-03-31,,10.6875,12.0,15.0,15.4375,46.0,757.119995
1997-04-01,,10.5,12.125,14.8125,15.1875,47.0,759.6400150000002
1997-04-02,,10.3125,12.0,14.5,14.9375,47.0,750.1099849999998
1997-04-03,,10.4375,11.875,14.4375,14.75,47.25,750.320007
1997-04-04,,10.4375,11.9375,14.5,15.0,46.25,757.900024
1997-04-07,,10.5,11.9375,14.5625,15.0,45.75,762.130005
1997-04-08,,10.5,11.875,14.5,15.0,45.75,766.119995
1997-04-09,,10.5,11.875,14.5625,15.0,45.25,760.599976
1997-04-10,,10.5625,11.875,14.5625,15.0,45.0,758.340027
1997-04-11,,10.5,11.4375,14.5625,14.9375,44.5,737.650024
1997-04-14,,10.5625,11.5,14.375,14.875,44.5,743.72998
1997-04-15,,10.5,11.6875,14.375,14.9375,45.25,754.719971
1997-04-16,,10.5625,11.875,14.5625,14.9375,46.0,763.530029
1997-04-17,,10.625,11.875,14.625,15.125,46.0,761.77002
1997-04-18,,10.6875,11.9375,14.375,15.125,46.5,766.340027
1997-04-21,,10.6875,11.9375,14.125,15.125,47.5,760.369995
1997-04-22,,10.8125,12.0,14.0625,15.125,47.5,774.6099849999998
1997-04-23,,10.75,12.0,14.25,15.375,47.5,773.6400150000002
1997-04-24,,10.8125,12.0625,14.0625,15.1875,47.0,771.179993
1997-04-25,,10.875,12.125,14.125,15.1875,47.0,765.369995
1997-04-28,,10.875,11.9375,14.1875,15.0,47.25,772.960022
1997-04-29,,10.9375,12.0,14.375,15.25,47.25,794.049988
1997-04-30,,11.0,12.1875,14.375,15.125,48.75,801.340027
1997-05-01,,11.0,12.3125,14.625,15.375,48.75,798.530029
1997-05-02,,11.0,12.75,14.625,15.5,49.5,812.969971
1997-05-05,,10.9375,12.875,14.625,15.75,49.75,830.289978
1997-05-06,,11.0,12.75,14.625,15.8125,51.0,827.76001
1997-05-07,,11.0,12.875,14.625,15.6875,50.5,815.619995
1997-05-08,,10.9375,12.875,14.75,15.8125,51.25,820.26001
1997-05-09,,11.125,12.9375,14.875,16.1875,51.75,824.780029
1997-05-12,,11.1875,12.875,15.0625,16.375,53.75,837.659973
1997-05-13,,11.25,13.0625,15.375,16.375,53.5,833.130005
1997-05-14,,11.1875,13.0,15.4375,16.3125,54.5,836.039978
1997-05-15,,11.125,13.0,15.5625,16.3125,54.25,841.8800050000001
1997-05-16,,11.0625,13.125,15.75,16.375,55.0,829.75
1997-05-19,,11.125,13.125,15.375,16.25,55.75,833.27002
1997-05-20,,11.1875,13.0625,15.5,16.125,56.25,841.659973
1997-05-21,,11.25,13.3125,15.75,16.5,55.25,839.349976
1997-05-22,,11.375,13.375,15.5,16.375,53.75,835.659973
1997-05-23,,11.0625,13.4375,15.5,16.4375,54.75,847.0300289999999
1997-05-27,,11.1875,13.5,14.9375,16.5625,54.0,849.7100220000002
1997-05-28,,11.1875,13.25,14.3125,16.375,55.0,847.2100220000002
1997-05-29,,11.1875,13.375,14.5625,16.375,54.5,844.080017
1997-05-30,,11.25,13.25,14.5625,16.125,53.5,848.2800289999999
1997-06-02,,11.1875,13.5625,14.25,16.125,54.5,846.3599849999998
1997-06-03,,11.1875,13.75,14.5,16.25,54.5,845.4799800000002
1997-06-04,,11.1875,13.6875,14.5625,16.25,55.0,840.1099849999998
1997-06-05,,11.25,13.5625,14.9375,16.375,55.25,843.429993
1997-06-06,,11.25,13.5625,15.125,16.5,55.75,858.01001
1997-06-09,,11.125,13.6875,15.0,16.5,56.0,862.909973
1997-06-10,,11.25,13.6875,14.75,16.625,56.75,865.2700199999998
1997-06-11,,11.1875,13.625,14.875,16.625,57.5,869.570007
1997-06-12,,11.1875,13.6875,15.125,16.625,56.5,883.4600220000002
1997-06-13,,11.375,13.875,15.25,16.75,56.5,893.2700199999998
1997-06-16,,11.3125,13.875,15.3125,16.8125,57.5,893.900024
1997-06-17,,11.375,13.875,15.3125,16.6875,57.0,894.419983
1997-06-18,,11.4375,13.6875,15.125,16.5625,56.25,889.0599980000002
1997-06-19,,11.5625,13.8125,15.1875,16.875,56.75,897.98999
1997-06-20,,11.625,13.625,15.1875,16.75,56.25,898.7000119999999
1997-06-23,,11.625,13.625,15.1875,16.8125,55.5,878.6199949999999
1997-06-24,,11.5625,13.4375,15.3125,17.0,56.0,896.340027
1997-06-25,,11.5625,13.625,15.75,17.1875,58.0,888.98999
1997-06-26,,11.625,13.8125,15.875,17.125,58.25,883.679993
1997-06-27,,11.5625,13.625,15.875,17.0,57.25,887.2999880000001
1997-06-30,,11.625,13.375,15.6875,16.5625,56.5,885.1400150000002
1997-07-01,,11.75,13.4375,16.1875,16.8125,56.5,891.0300289999999
1997-07-02,,11.875,13.8125,16.0,16.875,56.5,904.030029
1997-07-03,,11.875,14.0625,16.1875,17.25,57.25,916.919983
1997-07-07,,11.5,13.8125,16.25,17.625,56.25,912.200012
1997-07-08,,11.5,13.875,16.0625,17.625,56.0,918.75
1997-07-09,,11.4375,14.0,16.0,17.5,56.0,907.539978
1997-07-10,,11.4375,14.0,16.0,17.4375,55.75,913.780029
1997-07-11,,11.5,14.0625,15.875,17.625,55.5,916.679993
1997-07-14,,11.25,14.125,15.75,17.6875,56.75,918.380005
1997-07-15,,10.9375,14.25,15.75,17.625,56.0,925.76001
1997-07-16,,11.0,14.25,15.9375,17.9375,56.75,936.590027
1997-07-17,,11.3125,14.375,15.9375,18.125,57.25,931.609985
1997-07-18,,11.25,14.3125,15.625,17.9375,56.5,915.299988
1997-07-21,,11.125,14.0,15.4375,17.625,56.0,912.940002
1997-07-22,,11.25,14.0625,15.4375,17.875,56.5,933.97998
1997-07-23,,11.3125,14.3125,15.8125,18.1875,56.5,936.559998
1997-07-24,,11.3125,14.25,15.625,17.9375,56.0,940.299988
1997-07-25,,11.375,14.3125,15.6875,17.9375,56.5,938.789978
1997-07-28,,11.5,14.375,15.75,18.125,56.0,936.450012
1997-07-29,,11.5625,14.3125,15.875,18.0,55.5,942.289978
1997-07-30,,11.5625,14.4375,16.0625,18.375,55.5,952.289978
1997-07-31,,11.5625,14.5,16.125,18.3125,55.75,954.309998
1997-08-01,,11.4375,14.375,15.875,17.9375,54.0,947.140015
1997-08-04,,11.1875,14.25,15.375,17.5625,54.0,950.299988
1997-08-05,,11.25,14.375,15.1875,17.3125,52.5,952.369995
1997-08-06,,11.25,14.5625,15.4375,17.625,54.0,960.320007
1997-08-07,,11.25,14.5625,15.5625,17.9375,53.5,951.190002
1997-08-08,,11.125,14.25,15.5,17.8125,55.0,933.539978
1997-08-11,,11.0,14.25,15.375,17.5625,53.5,937.0
1997-08-12,,11.0,14.25,15.375,17.75,53.75,926.530029
1997-08-13,,11.0625,14.0625,15.3125,17.6875,54.25,922.02002
1997-08-14,,11.0625,14.1875,15.25,17.4375,54.75,924.77002
1997-08-15,,11.0625,13.875,15.0625,17.0625,53.75,900.809998
1997-08-18,,10.9375,13.625,15.0625,16.875,54.0,912.48999
1997-08-19,,10.9375,14.0,15.3125,17.375,53.5,926.01001
1997-08-20,,11.0,14.0,15.3125,17.375,54.25,939.349976
1997-08-21,,11.25,13.9375,15.375,17.4375,53.75,925.049988
1997-08-22,,11.0,13.8125,15.1875,17.0,52.0,923.539978
1997-08-25,,10.75,13.75,14.875,16.8125,51.75,920.159973
1997-08-26,,10.5625,13.5625,14.875,16.625,52.5,913.02002
1997-08-27,,10.75,13.5625,14.8125,16.625,51.5,913.700012
1997-08-28,,10.5625,13.5,14.8125,16.4375,50.25,903.669983
1997-08-29,,10.4375,13.4375,14.5,16.1875,50.25,899.4699710000001
1997-09-02,,10.25,13.625,14.875,16.625,49.5,927.580017
1997-09-03,,10.25,13.6875,14.9375,16.875,50.5,927.859985
1997-09-04,,10.3125,13.6875,15.0,16.875,50.5,930.869995
1997-09-05,,10.375,13.875,15.25,17.0,51.0,929.049988
1997-09-08,,10.6875,13.75,15.3125,17.125,50.5,931.200012
1997-09-09,,10.75,13.75,15.1875,17.0,51.5,933.619995
1997-09-10,,10.6875,13.6875,14.875,16.5,50.75,919.030029
1997-09-11,,10.4375,13.4375,14.9375,16.5625,49.75,912.590027
1997-09-12,,10.4375,13.5,14.9375,16.375,49.5,923.909973
1997-09-15,,10.4375,13.5625,15.25,16.5625,49.75,919.77002
1997-09-16,,10.3125,13.8125,15.5625,16.875,49.5,945.640015
1997-09-17,,10.375,13.75,15.5,16.875,49.0,943.0
1997-09-18,,10.5625,14.0,15.5625,16.875,49.25,947.289978
1997-09-19,,11.0,14.125,15.625,17.0,48.75,950.51001
1997-09-22,,10.9375,14.125,15.6875,17.1875,49.25,955.429993
1997-09-23,,11.0,14.0625,15.5,17.0625,49.0,951.929993
1997-09-24,,11.0625,14.25,16.0625,17.25,50.5,944.47998
1997-09-25,,11.25,14.125,16.0625,17.5,50.5,937.909973
1997-09-26,,11.1875,14.3125,16.0625,17.5,49.0,945.219971
1997-09-29,,10.875,14.1875,15.9375,17.375,49.5,953.340027
1997-09-30,,10.9375,14.1875,16.0625,17.625,49.75,947.280029
1997-10-01,,11.125,14.25,16.25,17.8125,50.25,955.409973
1997-10-02,,11.1875,14.5,16.25,17.8125,48.75,960.460022
1997-10-03,,11.125,14.375,16.5,17.9375,48.75,965.030029
1997-10-06,,10.875,14.5,16.5,18.3125,50.0,972.690002
1997-10-07,,11.0,14.5625,16.25,18.25,49.25,983.119995
1997-10-08,,11.125,14.5625,16.375,18.25,49.25,973.840027
1997-10-09,,10.8125,14.5,15.875,18.0,48.5,970.619995
1997-10-10,,10.75,14.375,15.75,17.8125,48.75,966.97998
1997-10-13,,10.75,14.4375,16.125,18.125,48.75,968.099976
