,EURO,AUL,CAN,FRA,GER,JAP,USA
2002-07-23,21.145,9.08,9.0,14.26,11.45,32.52,797.700012
2002-07-24,22.15,9.2,9.05,14.89,12.14,33.439999,843.429993
2002-07-25,22.165001,8.84,9.1,15.0,11.94,32.119999,838.679993
2002-07-26,21.885,8.61,8.98,14.8,11.9,31.280001,852.840027
2002-07-29,23.52,8.95,9.49,15.66,12.46,32.080002,898.9600220000002
2002-07-30,23.055,9.0,9.36,15.75,12.5,31.959999,902.780029
2002-07-31,23.15,9.14,9.26,15.6,12.17,31.440001,911.619995
2002-08-01,22.09,9.0,9.35,15.0,11.7,30.68,884.659973
2002-08-02,21.9,8.72,9.22,15.01,11.53,31.0,864.23999
2002-08-05,20.68,8.4,8.96,14.3,10.82,30.6,834.599976
2002-08-06,21.575001,8.62,9.27,14.91,11.25,30.76,859.570007
2002-08-07,22.295,8.75,9.2,14.98,11.2,31.559999,876.7700199999998
2002-08-08,22.73,9.01,9.36,15.11,11.76,31.52,905.460022
2002-08-09,23.055,9.12,9.5,15.8,12.03,31.84,908.640015
2002-08-12,22.75,9.11,9.51,15.42,11.95,31.32,903.799988
2002-08-13,22.280001,8.95,9.55,15.41,11.8,31.120001,884.2100220000002
2002-08-14,22.844999,8.95,9.54,15.38,11.94,32.240002000000004,919.619995
2002-08-15,23.174999,9.06,9.67,15.5,11.86,32.400002,930.25
2002-08-16,23.110001,9.3,9.64,15.6,11.97,32.0,928.77002
2002-08-19,23.915001,9.45,9.64,15.85,12.53,31.6,950.700012
2002-08-20,23.5,9.55,9.65,15.6,12.3,30.879999,937.429993
2002-08-21,23.799999,9.3,9.7,15.91,12.5,31.200001,949.359985
2002-08-22,24.02,9.45,9.8,16.389999,12.5,31.559999,962.700012
2002-08-23,23.615,9.23,9.64,15.85,12.23,31.280001,940.859985
2002-08-26,23.77,9.42,9.78,16.040001,12.25,32.080002,947.950012
2002-08-27,24.125,9.38,9.83,16.209999,12.5,31.92,934.820007
2002-08-28,23.245001,9.24,9.8,15.76,12.06,31.32,917.869995
2002-08-29,22.885,9.29,9.65,15.3,11.85,31.08,917.799988
2002-08-30,22.995001,9.45,9.7,15.48,12.05,31.24,916.070007
2002-09-03,21.969999,9.22,9.3,14.55,11.13,29.68,878.0200199999998
2002-09-04,22.195,9.25,9.3,14.83,11.38,29.84,893.400024
2002-09-05,21.82,9.15,9.11,14.61,10.96,29.48,879.150024
2002-09-06,22.155001,9.45,9.24,14.94,11.2,30.0,893.919983
2002-09-09,22.295,9.4,9.18,14.85,11.26,29.879999,902.960022
2002-09-10,22.200001,9.3,9.3,15.09,11.28,29.76,909.580017
2002-09-11,22.605,9.36,9.32,15.35,11.4,29.84,909.450012
2002-09-12,21.9,9.48,9.2,14.95,11.19,29.639999,886.909973
2002-09-13,21.35,9.41,9.11,14.63,10.83,29.08,889.8099980000002
2002-09-16,21.030001,9.33,9.11,14.35,10.78,28.879999,891.099976
2002-09-17,20.629999,9.4,9.15,14.35,10.41,29.360001,873.5200199999998
2002-09-18,20.434999,9.39,9.04,14.0,10.1,30.719999,869.4600220000002
2002-09-19,19.99,9.21,8.89,13.55,9.75,30.120001,843.320007
2002-09-20,20.139999,9.13,8.75,13.4,9.97,29.719999,845.3900150000002
2002-09-23,19.18,8.92,8.58,12.92,9.8,29.0,833.700012
2002-09-24,18.870001,8.88,8.52,12.7,9.35,28.52,819.289978
2002-09-25,19.514999,8.79,8.56,13.2,9.7,28.92,839.659973
2002-09-26,20.120001,8.8,8.76,13.61,9.87,29.48,854.9500119999999
2002-09-27,19.65,8.85,8.74,13.44,9.37,29.559999,827.369995
2002-09-30,19.280001,8.64,8.6,13.16,9.16,29.32,815.280029
2002-10-01,20.030001,8.99,8.9,13.66,9.6,29.52,847.909973
2002-10-02,19.809999,8.81,8.71,13.61,9.36,28.32,827.909973
2002-10-03,19.67,8.94,8.8,13.55,9.3,28.120001,818.950012
2002-10-04,19.145,8.78,8.44,13.04,8.98,28.0,800.580017
2002-10-07,18.674999,8.9,8.35,12.78,8.7,26.92,785.280029
2002-10-08,18.674999,8.97,8.26,12.9,8.8,27.280001,798.549988
2002-10-09,18.389999,8.6,8.11,12.5,8.55,26.280001,776.76001
2002-10-10,19.245001,8.85,8.3,13.2,9.14,26.799999,803.919983
2002-10-11,19.905001,8.9,8.45,13.9,9.69,27.4,835.320007
2002-10-14,19.684999,8.92,8.39,13.68,9.4,27.24,841.4400019999998
2002-10-15,21.174999,9.0,8.85,14.45,9.89,28.559999,881.2700199999998
2002-10-16,20.635,8.79,8.69,14.31,9.8,27.559999,860.0200199999998
2002-10-17,21.290001,8.96,9.11,14.52,10.16,28.24,879.2000119999999
2002-10-18,21.24,8.96,9.0,14.66,10.4,27.879999,884.3900150000002
2002-10-21,21.844999,9.09,9.29,14.87,10.56,28.200001,899.7199710000001
2002-10-22,21.1,9.0,9.18,14.5,10.3,26.959999,890.159973
2002-10-23,20.77,9.17,8.9,14.05,10.08,27.4,896.1400150000002
2002-10-24,20.5,9.16,9.38,14.11,9.79,26.959999,882.5
2002-10-25,21.055,9.26,9.24,14.15,10.15,27.559999,897.650024
2002-10-28,21.254999,9.21,9.17,14.49,10.29,27.559999,890.2299800000002
2002-10-29,20.75,9.3,9.1,13.8,10.0,27.48,882.150024
2002-10-30,20.98,9.2,9.02,14.44,10.15,28.0,890.7100220000002
2002-10-31,21.33,9.17,9.1,14.66,10.42,27.639999,885.76001
2002-11-01,21.674999,9.29,9.17,14.8,10.59,28.16,900.960022
2002-11-04,22.235001,9.35,9.5,15.1,10.87,28.280001,908.349976
2002-11-05,22.719999,9.35,9.21,15.32,11.24,28.799999,915.390015
2002-11-06,22.645,9.41,9.26,15.16,11.1,28.84,923.76001
2002-11-07,21.844999,9.3,9.25,14.78,10.61,28.24,902.650024
2002-11-08,21.5,9.31,9.29,14.55,10.35,27.959999,894.73999
2002-11-11,21.105,9.03,9.03,14.47,10.14,27.32,876.1900019999998
2002-11-12,21.4,9.15,9.1,14.61,10.38,27.559999,882.9500119999999
2002-11-13,21.299999,9.15,9.04,14.55,10.3,27.360001,882.5300289999999
2002-11-14,22.190001,9.16,9.14,14.91,10.65,27.4,904.27002
2002-11-15,22.254999,9.28,9.18,15.2,10.66,27.799999,909.830017
2002-11-18,22.299999,9.4,9.22,15.26,10.6,26.959999,900.3599849999998
2002-11-19,22.25,9.3,9.14,15.05,10.63,26.559999,896.73999
2002-11-20,22.445,9.35,9.36,15.1,10.69,27.24,914.150024
2002-11-21,23.065001,9.5,9.4,15.54,10.97,27.719999,933.76001
2002-11-22,23.045,9.44,9.35,15.42,10.84,27.639999,930.549988
2002-11-25,22.825001,9.45,9.41,15.16,10.84,28.16,932.869995
2002-11-26,22.129999,9.4,9.25,14.78,10.55,27.799999,913.309998
2002-11-27,23.195,9.55,9.65,15.42,10.95,28.440001,938.869995
2002-11-29,23.125,9.63,9.63,15.52,11.08,28.639999,936.309998
2002-12-02,23.105,9.53,9.68,15.2,11.19,28.4,934.530029
2002-12-03,22.530001,9.56,9.74,14.91,10.96,28.120001,920.75
2002-12-04,22.754999,9.28,9.75,15.0,10.97,27.6,917.580017
2002-12-05,22.18,9.45,9.58,14.7,10.68,27.32,906.549988
2002-12-06,22.32,9.45,9.65,15.03,10.62,27.559999,912.22998
2002-12-09,21.745001,9.35,9.63,14.55,10.32,27.24,892.0
2002-12-10,22.040001,9.43,9.53,14.83,10.74,27.440001,904.450012
2002-12-11,22.145,9.19,9.61,14.8,10.73,27.280001,904.960022
2002-12-12,21.855,9.46,9.74,14.75,10.65,27.4,901.580017
2002-12-13,21.575001,9.21,9.69,14.49,10.45,27.24,889.4799800000002
2002-12-16,22.049999,9.28,9.85,15.15,10.79,27.4,910.400024
2002-12-17,21.799999,9.29,9.73,14.85,10.7,27.200001,902.98999
2002-12-18,21.565001,9.38,9.55,14.61,10.4,26.440001,891.1199949999999
2002-12-19,21.16,9.41,9.53,14.41,10.19,26.84,884.25
2002-12-20,21.795,9.51,9.53,14.81,10.4,27.120001,895.76001
2002-12-23,21.469999,9.3,9.75,14.4,10.02,27.0,897.3800050000001
2002-12-24,21.549999,9.29,9.75,14.76,10.15,27.200001,892.4699710000001
2002-12-26,21.495001,9.32,9.61,14.6,10.15,27.6,889.659973
2002-12-27,20.995001,9.26,9.46,14.41,9.8,27.48,875.400024
2002-12-30,21.5,9.17,9.38,14.67,9.95,27.92,879.3900150000002
2002-12-31,21.75,9.08,9.44,14.8,9.84,27.799999,879.820007
2003-01-02,22.4,9.25,9.69,15.3,10.4,28.32,909.030029
2003-01-03,22.370001,9.32,9.71,15.2,10.62,28.280001,908.590027
2003-01-06,22.799999,9.6,9.95,15.61,10.94,28.799999,929.01001
2003-01-07,22.42,9.55,9.96,15.11,10.68,27.879999,922.929993
2003-01-08,21.75,9.51,9.74,15.0,10.35,27.52,909.929993
2003-01-09,22.445,9.65,9.82,15.27,10.57,27.959999,927.570007
2003-01-10,22.620001,9.74,9.88,15.22,10.6,27.68,927.570007
2003-01-13,22.504999,9.55,9.96,15.38,10.68,27.68,926.26001
2003-01-14,22.805,9.78,10.05,15.46,10.8,28.200001,931.659973
2003-01-15,22.52,9.74,9.99,14.99,10.67,28.440001,918.219971
2003-01-16,22.594999,9.75,9.96,15.04,10.66,28.719999,914.599976
2003-01-17,21.9,9.78,9.99,14.8,10.32,28.559999,901.780029
2003-01-21,21.475,9.7,9.8,14.5,10.1,28.48,887.6199949999999
2003-01-22,21.129999,9.53,9.78,14.23,9.94,28.4,878.3599849999998
2003-01-23,21.325001,9.61,9.97,14.34,10.17,29.0,887.340027
2003-01-24,20.905001,9.71,9.8,14.3,9.81,28.639999,861.400024
2003-01-27,20.280001,9.56,9.61,13.7,9.5,28.08,847.4799800000002
2003-01-28,20.620001,9.49,9.6,13.69,9.72,27.959999,858.5399779999998
2003-01-29,20.92,9.4,9.7,14.0,9.84,27.559999,864.3599849999998
2003-01-30,20.700001,9.32,9.7,14.15,9.63,27.120001,844.6099849999998
2003-01-31,20.879999,9.44,9.84,14.27,9.82,27.08,855.7000119999999
2003-02-03,21.370001,9.26,9.73,14.6,9.85,27.440001,860.320007
2003-02-04,20.73,9.27,9.75,14.27,9.5,27.48,848.2000119999999
2003-02-05,20.629999,9.23,9.66,14.12,9.54,27.6,843.590027
2003-02-06,20.375,9.16,9.63,13.9,9.44,27.4,838.150024
2003-02-07,20.16,9.2,9.6,13.52,9.3,27.200001,829.6900019999998
2003-02-10,19.950001,9.13,9.65,13.41,9.2,27.200001,835.969971
2003-02-11,20.370001,9.16,9.52,13.73,9.38,27.4,829.200012
2003-02-12,19.950001,9.12,9.48,13.38,9.12,27.559999,818.679993
2003-02-13,20.174999,8.99,9.51,13.45,9.19,27.799999,817.369995
2003-02-14,20.655001,9.0,9.51,13.89,9.5,28.08,834.8900150000002
2003-02-18,21.135,9.12,9.85,14.21,9.53,28.440001,851.169983
2003-02-19,20.82,9.19,9.84,14.0,9.36,27.959999,845.1300050000001
2003-02-20,20.355,9.09,9.8,13.74,9.35,27.959999,837.099976
2003-02-21,20.705,9.11,9.72,13.83,9.36,28.0,848.169983
2003-02-24,20.395,9.22,9.83,13.68,9.15,27.92,832.580017
2003-02-25,19.605,9.24,9.92,13.16,9.05,27.52,838.570007
2003-02-26,19.475,9.25,9.98,13.05,8.81,27.32,827.549988
2003-02-27,19.825001,9.22,9.99,13.2,8.95,27.440001,837.280029
2003-02-28,20.139999,9.29,10.0,13.58,9.11,27.360001,841.150024
2003-03-03,20.1,9.34,9.9,13.65,9.02,27.48,834.8099980000002
2003-03-04,19.75,9.39,9.9,13.18,8.93,27.360001,821.98999
2003-03-05,19.950001,9.25,9.89,13.48,9.1,27.32,829.849976
2003-03-06,19.395,9.28,9.75,13.16,8.94,27.040001,822.099976
2003-03-07,19.49,9.14,9.84,12.9,8.93,26.6,828.8900150000002
2003-03-10,18.825001,9.1,9.9,12.69,8.51,26.0,807.47998
2003-03-11,18.809999,8.94,9.74,12.6,8.47,25.76,800.72998
2003-03-12,18.225,8.78,9.62,12.18,8.25,26.08,804.1900019999998
2003-03-13,18.834999,8.72,9.6,12.77,8.54,26.440001,831.900024
2003-03-14,19.155001,8.87,9.66,13.15,8.42,26.08,833.27002
2003-03-17,20.17,9.05,9.9,13.7,8.79,26.24,862.7899779999998
2003-03-18,20.045,9.23,10.0,13.64,9.05,25.959999,866.4500119999999
2003-03-19,20.34,9.14,9.86,13.79,9.06,25.84,874.0200199999998
2003-03-20,19.955,9.17,10.1,13.72,9.09,26.4,875.669983
2003-03-21,20.844999,9.35,10.04,14.02,9.4,26.84,895.7899779999998
2003-03-24,19.870001,9.18,9.86,13.24,9.0,26.639999,864.2299800000002
2003-03-25,20.225,9.36,10.0,13.54,9.18,26.76,874.73999
2003-03-26,20.27,9.37,9.88,13.66,9.13,26.959999,869.9500119999999
2003-03-27,20.0,9.38,9.85,13.33,9.04,26.719999,868.5200199999998
2003-03-28,19.99,9.63,9.9,13.35,8.94,26.719999,863.5
2003-03-31,19.305,9.59,9.76,13.02,8.69,25.84,848.179993
2003-04-01,19.775,9.61,9.83,13.2,8.8,26.16,858.4799800000002
2003-04-02,20.495001,9.58,9.96,13.6,9.06,26.48,880.900024
2003-04-03,20.325001,9.6,9.9,13.85,9.1,25.92,876.4500119999999
2003-04-04,20.725,9.76,9.95,13.82,9.29,26.0,878.849976
2003-04-07,21.025,9.75,9.85,14.22,9.55,26.360001,879.929993
2003-04-08,20.915001,9.72,10.0,14.09,9.61,25.92,878.2899779999998
2003-04-09,21.049999,9.72,9.99,14.1,9.57,25.879999,865.98999
2003-04-10,20.895,9.83,10.05,13.88,9.61,25.68,871.580017
2003-04-11,20.924999,9.74,10.24,13.83,9.74,25.24,868.2999880000001
2003-04-14,21.245001,9.75,10.22,14.15,9.88,25.120001,885.2299800000002
2003-04-15,21.605,9.88,10.27,14.5,10.05,25.16,890.8099980000002
2003-04-16,21.450001,9.96,10.2,14.31,9.92,25.280001,879.909973
2003-04-17,21.815001,9.97,10.3,14.59,10.3,25.48,893.580017
2003-04-21,21.875,9.98,10.35,14.59,10.33,25.6,892.01001
2003-04-22,22.625,10.29,10.34,14.72,10.58,25.6,911.369995
2003-04-23,22.674999,10.34,10.39,14.84,10.62,25.440001,919.02002
2003-04-24,22.375,10.2,10.33,14.77,10.45,25.280001,911.429993
2003-04-25,22.055,10.24,10.21,14.5,10.3,24.959999,898.8099980000002
2003-04-28,22.5,10.16,10.3,14.9,10.62,25.040001,914.840027
2003-04-29,22.639999,10.17,10.35,15.04,10.55,25.16,917.840027
2003-04-30,22.709999,10.23,10.5,15.27,10.84,25.639999,916.919983
2003-05-01,22.75,10.3,10.45,15.14,10.79,25.719999,916.299988
2003-05-02,22.950001,10.4,10.63,15.29,10.95,26.280001,930.080017
2003-05-05,23.365,10.37,10.69,15.52,11.08,26.48,926.549988
2003-05-06,23.945,10.48,10.83,16.08,11.46,26.959999,934.390015
2003-05-07,23.514999,10.24,10.85,15.86,11.21,27.16,929.619995
2003-05-08,22.950001,10.37,10.77,15.69,10.94,26.76,920.27002
2003-05-09,23.545,10.4,10.87,15.66,11.09,27.040001,933.409973
2003-05-12,23.575001,10.47,10.97,15.85,11.19,27.360001,945.109985
2003-05-13,23.540001,10.52,11.08,15.62,11.08,27.24,942.299988
2003-05-14,23.450001,10.42,11.13,15.8,11.1,27.4,939.280029
2003-05-15,23.549999,10.4,11.2,15.71,11.06,27.16,946.669983
2003-05-16,24.040001,10.5,11.22,15.94,11.23,27.120001,944.299988
2003-05-19,23.049999,10.6,11.17,15.39,10.86,26.360001,920.77002
2003-05-20,23.25,10.57,11.4,15.49,10.92,26.68,919.72998
2003-05-21,23.035,10.61,11.36,15.45,10.91,26.440001,923.419983
2003-05-22,23.5,10.7,11.27,15.76,10.99,26.92,931.869995
2003-05-23,23.629999,10.84,11.29,15.76,10.95,27.200001,933.219971
2003-05-27,23.799999,10.85,11.28,15.9,11.24,27.120001,951.47998
2003-05-28,23.950001,10.65,11.24,15.88,11.2,26.879999,953.219971
2003-05-29,24.094999,10.72,11.42,16.02,11.3,27.0,949.640015
2003-05-30,24.415001,10.83,11.5,16.190001000000002,11.47,27.16,963.590027
2003-06-02,24.405001,10.99,11.67,16.66,11.61,27.440001,967.0
2003-06-03,24.450001,10.87,11.62,16.549999,11.62,27.68,971.559998
2003-06-04,24.795,11.1,11.75,16.66,11.82,27.92,986.23999
2003-06-05,24.875,11.1,12.0,16.75,11.91,28.120001,990.140015
2003-06-06,24.700001,10.92,11.89,16.76,11.91,28.280001,987.76001
2003-06-09,24.799999,10.87,11.78,16.57,11.86,28.32,975.929993
2003-06-10,25.0,10.93,11.7,16.83,11.96,28.559999,984.840027
2003-06-11,25.674999,11.13,12.0,17.15,12.35,29.040001,997.47998
2003-06-12,25.620001,11.2,11.98,17.17,12.4,29.0,998.51001
2003-06-13,25.475,11.18,11.88,17.24,12.3,28.76,988.609985
2003-06-16,26.1,11.4,12.02,17.67,12.63,28.84,1010.73999
2003-06-17,25.879999,11.45,12.08,17.65,12.62,29.120001,1011.659973
2003-06-18,25.674999,11.41,12.09,17.4,12.55,29.32,1010.090027
2003-06-19,25.360001,11.28,11.95,17.4,12.35,29.08,994.700012
2003-06-20,25.620001,11.31,11.8,17.33,12.4,29.24,995.690002
2003-06-23,24.995001,10.96,11.76,16.76,11.99,29.48,981.640015
2003-06-24,24.75,10.98,11.78,16.75,12.07,28.879999,983.450012
2003-06-25,24.67,11.15,11.75,16.709999,12.0,28.68,975.320007
2003-06-26,24.620001,11.01,11.68,16.690001000000002,12.09,29.0,985.820007
2003-06-27,24.625,11.04,11.6,16.32,12.0,28.959999,976.219971
2003-06-30,24.5,11.1,11.8,16.5,12.2,29.08,974.5
2003-07-01,24.549999,11.11,11.59,16.299999,12.15,29.84,982.320007
2003-07-02,24.860001,11.3,11.85,16.67,12.34,31.32,993.75
2003-07-03,24.65,11.32,11.91,16.5,12.15,31.0,985.700012
2003-07-07,24.924999,11.3,11.9,16.9,12.38,32.439999,1004.419983
2003-07-08,25.014999,11.03,11.75,16.879998999999998,12.39,32.400002,1007.840027
2003-07-09,24.99,10.69,11.71,16.639999,12.35,32.32,1002.210022
2003-07-10,24.715,10.7,11.53,16.379998999999998,12.15,31.84,988.700012
2003-07-11,24.584999,10.85,11.56,16.639999,12.27,31.360001,998.140015
2003-07-14,24.93,10.98,11.66,16.700001,12.45,31.68,1003.859985
2003-07-15,24.74,10.9,11.5,16.52,12.35,31.52,1000.419983
2003-07-16,24.674999,10.79,11.51,16.59,12.33,30.84,994.090027
2003-07-17,24.25,10.82,11.38,16.389999,12.15,30.040001,981.72998
2003-07-18,24.959999,10.84,11.54,16.639999,12.51,30.559999,993.320007
2003-07-21,24.475,10.82,11.5,16.32,12.22,30.24,978.799988
2003-07-22,24.75,10.8,11.46,16.52,12.29,30.4,988.109985
2003-07-23,24.92,10.89,11.65,16.59,12.39,30.639999,988.609985
2003-07-24,24.950001,11.15,11.9,16.74,12.52,30.559999,981.599976
2003-07-25,25.375,11.2,11.92,16.9,12.65,31.120001,998.679993
2003-07-28,25.375,11.29,11.86,16.92,12.76,31.200001,996.52002
2003-07-29,25.120001,11.15,11.87,16.700001,12.72,30.799999,989.280029
2003-07-30,25.1,10.98,11.68,16.809998999999998,12.59,30.16,987.48999
2003-07-31,24.950001,10.96,11.66,16.83,12.7,30.4,990.309998
2003-08-01,24.995001,11.03,11.73,16.530001000000002,12.5,30.040001,980.150024
2003-08-04,25.02,10.97,11.55,16.700001,12.55,29.879999,982.820007
2003-08-05,24.754999,10.96,11.53,16.700001,12.52,29.52,965.460022
2003-08-06,24.605,10.97,11.44,16.620001000000002,12.42,29.639999,967.080017
2003-08-07,24.799999,11.09,11.59,16.610001,12.42,29.92,974.119995
2003-08-08,24.844999,11.15,11.75,16.67,12.32,29.879999,977.590027
2003-08-11,25.0,11.23,11.97,16.83,12.28,30.4,980.590027
2003-08-12,25.075001,11.25,12.0,16.91,12.55,30.559999,990.349976
2003-08-13,24.975,11.34,12.03,16.790001,12.47,30.84,984.030029
2003-08-14,25.375,11.2,12.0,17.08,12.73,31.4,990.51001
2003-08-15,25.125,11.25,12.05,17.09,12.71,31.52,990.669983
2003-08-18,25.355,11.36,12.05,17.1,12.85,32.080002,999.73999
2003-08-19,25.275,11.37,12.09,17.01,12.68,32.639999,1002.349976
2003-08-20,25.35,11.41,12.09,16.860001,12.7,32.639999,1000.299988
2003-08-21,25.245001,11.3,12.11,16.809998999999998,12.71,33.16,1003.27002
2003-08-22,25.200001,11.17,12.06,16.73,12.68,33.0,993.059998
2003-08-25,25.1,11.2,11.97,16.690001000000002,12.53,32.720001,993.710022
2003-08-26,24.870001,11.15,12.06,16.610001,12.44,33.200001,996.72998
2003-08-27,24.995001,11.15,12.02,16.67,12.46,33.16,996.789978
2003-08-28,25.125,11.2,12.19,16.799999,12.5,32.959999,1002.840027
2003-08-29,25.110001,11.35,12.32,16.870001000000002,12.55,33.200001,1008.01001
2003-09-02,25.495001,11.3,12.28,17.0,12.76,34.799999,1021.98999
2003-09-03,25.34,11.29,12.38,17.32,12.95,34.84,1026.27002
2003-09-04,25.775,11.3,12.6,17.389999,13.21,34.400002,1027.969971
2003-09-05,25.700001,11.3,12.52,17.440001000000002,13.21,33.959999,1021.390015
2003-09-08,26.190001,11.45,12.69,17.629998999999994,13.34,34.48,1031.640015
2003-09-09,26.055,11.5,12.64,17.530001000000002,13.17,34.799999,1023.169983
2003-09-10,25.674999,11.46,12.56,17.25,13.02,34.240002000000004,1010.919983
2003-09-11,25.875,11.54,12.4,17.41,13.18,34.32,1016.419983
2003-09-12,25.674999,11.61,12.64,17.389999,12.99,34.84,1018.630005
2003-09-15,26.02,11.65,12.58,17.57,12.99,34.639999,1014.809998
2003-09-16,25.955,11.65,12.51,17.75,13.19,36.279999,1029.319946
2003-09-17,26.049999,11.65,12.68,17.809998999999994,13.14,35.919998,1025.969971
2003-09-18,26.495001,11.87,12.57,17.809998999999994,13.36,36.68,1039.579956
2003-09-19,26.49,11.8,12.7,17.84,13.45,36.240002,1036.300049
2003-09-22,25.995001,11.82,12.73,17.41,13.06,35.599998,1022.820007
2003-09-23,25.945,11.62,12.78,17.34,12.94,35.880001,1029.030029
2003-09-24,25.52,11.75,12.76,17.309998999999998,12.47,35.279999,1009.380005
2003-09-25,25.4,11.7,12.7,17.219998999999998,12.5,34.759998,1003.27002
2003-09-26,25.285,11.65,12.35,17.18,12.52,35.16,996.849976
2003-09-29,25.525,11.8,12.47,17.16,12.65,35.52,1006.580017
2003-09-30,25.27,11.76,12.41,17.049999,12.46,35.040001000000004,995.969971
2003-10-01,25.780001,11.89,12.53,17.459999,12.93,36.48,1018.219971
2003-10-02,25.605,11.9,12.71,17.309998999999998,12.68,37.200001,1020.23999
2003-10-03,26.045,11.91,12.72,17.73,12.99,37.880001,1029.849976
2003-10-06,26.325001,12.1,12.75,17.85,13.06,37.68,1034.349976
2003-10-07,26.4,12.15,12.91,17.77,13.09,37.799999,1039.25
2003-10-08,26.52,12.13,12.75,17.799999,13.21,37.16,1033.780029
2003-10-09,26.690001,12.28,12.86,17.959999,13.42,37.400002,1038.72998
2003-10-10,26.895,12.4,13.09,18.02,13.5,38.119999,1038.060059
2003-10-13,26.945,12.52,13.13,18.139999,13.69,38.279999,1045.349976
2003-10-14,27.145,12.5,13.23,18.139999,13.69,38.720001,1049.47998
2003-10-15,26.75,12.44,13.3,18.15,13.6,38.0,1046.76001
2003-10-16,26.875,12.41,13.3,17.969998999999994,13.64,38.32,1050.069946
2003-10-17,26.75,12.45,13.24,17.93,13.47,38.200001,1039.319946
2003-10-20,26.995001,12.5,13.21,18.1,13.64,38.560001,1044.680054
2003-10-21,26.905001,12.68,13.23,18.049999,13.83,38.759998,1046.030029
2003-10-22,26.795,12.74,13.34,17.9,13.57,37.48,1030.359985
2003-10-23,26.48,12.54,13.24,17.77,13.51,36.240002,1033.77002
2003-10-24,26.65,12.5,13.14,17.9,13.38,36.200001,1028.910034
2003-10-27,26.5,12.58,13.19,17.889999,13.58,36.799999,1031.130005
2003-10-28,27.120001,12.63,13.29,18.07,13.91,37.599998,1046.790039
2003-10-29,26.924999,12.63,13.23,18.110001,13.92,37.759998,1048.109985
2003-10-30,27.125,12.73,13.18,18.17,13.97,37.68,1046.939941
2003-10-31,26.975,12.7,13.22,18.049999,13.89,36.959999,1050.709961
2003-11-03,27.280001,12.68,13.27,18.17,14.1,37.32,1059.02002
2003-11-04,27.174999,12.52,13.3,18.120001,14.19,37.880001,1053.25
2003-11-05,27.094999,12.59,13.35,18.02,14.02,37.639999,1051.810059
2003-11-06,27.200001,12.55,13.33,18.15,14.03,36.68,1058.050049
2003-11-07,27.594999,12.62,13.34,18.33,14.23,37.040001,1053.209961
2003-11-10,27.129999,12.63,13.41,18.200001,14.14,36.720001,1047.109985
2003-11-11,27.245001,12.59,13.35,18.16,14.09,35.84,1046.569946
2003-11-12,27.75,12.7,13.48,18.450001,14.35,36.599998,1058.530029
2003-11-13,27.9,12.77,13.5,18.58,14.52,36.599998,1058.410034
2003-11-14,27.85,12.64,13.4,18.709999,14.58,35.880001,1050.349976
2003-11-17,27.424999,12.42,13.32,18.290001,14.26,34.799999,1043.630005
2003-11-18,27.625,12.58,13.4,18.43,14.22,34.639999,1034.150024
2003-11-19,27.705,12.69,13.53,18.549999,14.28,34.720001,1042.439941
2003-11-20,27.254999,12.64,13.54,18.16,14.1,34.400002,1033.650024
2003-11-21,27.754999,12.55,13.6,18.5,14.16,34.759998,1035.280029
2003-11-24,28.014999,12.56,13.43,18.65,14.55,35.48,1052.079956
2003-11-25,27.93,12.67,13.59,18.65,14.47,35.36000100000001,1053.890015
2003-11-26,28.365,12.7,13.65,18.98,14.6,35.720001,1058.449951
2003-11-28,28.525,12.69,13.77,19.049999,14.8,35.84,1058.199951
2003-12-01,28.799999,12.74,13.8,19.299999,15.09,36.919998,1070.119995
2003-12-02,29.049999,12.82,13.9,19.360001,15.08,36.599998,1066.619995
2003-12-03,29.370001,13.05,13.94,19.68,15.33,36.880001,1064.72998
2003-12-04,29.370001,13.1,13.88,19.540001,15.39,36.959999,1069.719971
2003-12-05,29.025,13.06,13.9,19.469999,15.28,36.68,1061.5
2003-12-08,29.4,13.22,14.02,19.52,15.37,36.52,1069.300049
2003-12-09,29.32,13.22,13.9,19.48,15.42,36.119999,1060.180054
2003-12-10,29.15,13.1,13.7,19.469999,15.29,35.560001,1059.050049
2003-12-11,29.5,13.1,13.77,19.65,15.57,36.119999,1071.209961
2003-12-12,29.620001,13.18,13.72,19.780001,15.53,36.52,1074.140015
2003-12-15,29.450001,13.23,13.69,19.75,15.45,36.400002,1068.040039
2003-12-16,29.969999,13.27,13.61,19.969999,15.72,36.68,1075.130005
2003-12-17,29.825001,13.21,13.73,19.98,15.63,36.279999,1076.47998
2003-12-18,30.32,13.18,13.88,20.25,15.93,36.84,1089.180054
2003-12-19,30.02,13.18,13.84,19.93,15.8,36.68,1088.660034
2003-12-22,29.690001,12.82,13.73,19.83,15.68,37.16,1092.939941
2003-12-23,29.674999,12.84,13.8,19.690001,15.68,37.360001,1096.02002
2003-12-24,29.995001,13.0,13.9,19.959999,15.78,36.84,1094.040039
2003-12-26,29.870001,13.05,14.0,20.0,15.85,37.639999,1095.890015
2003-12-29,30.370001,13.14,14.13,20.23,16.17,37.959999,1109.47998
2003-12-30,30.174999,13.24,14.2,20.120001,16.07,38.400002,1109.640015
2003-12-31,30.625,13.36,14.25,20.389999,16.190001000000002,38.560001,1111.920044
2004-01-02,30.84,13.44,14.53,20.48,16.33,38.799999,1108.47998
