,TOPIX:始値,TOPIX:高値,TOPIX:安値,TOPIX:終値
1995/04/25,1332.03,1346,1332.03,1336.6
1995/04/26,1331.93,1334.88,1324.27,1329.85
1995/04/27,1335.48,1340.35,1329.92,1334.21
1995/04/28,1333.39,1333.46,1325.28,1331.82
1995/05/01,1331.85,1333.29,1327.71,1331.98
1995/05/02,1332.85,1354.92,1330.76,1353.45
1995/05/08,1355.83,1360.68,1352.11,1355.69
1995/05/09,1356.91,1359.21,1343.89,1346.66
1995/05/10,1344.05,1344.05,1333.85,1336.42
1995/05/11,1338.3,1340.31,1315.47,1316.45
1995/05/12,1319.39,1327.33,1315.81,1317.81
1995/05/15,1319.61,1322.23,1313.42,1320.4
1995/05/16,1320.92,1320.92,1306.67,1306.67
1995/05/17,1308.48,1311.93,1306.1,1311.93
1995/05/18,1314.8,1317.86,1298.13,1304.3
1995/05/19,1300.64,1300.64,1284.94,1289.5
1995/05/22,1286.97,1286.97,1264.54,1268.43
1995/05/23,1268.04,1271.74,1263.49,1271.74
1995/05/24,1270.82,1282.74,1268.16,1279.43
1995/05/25,1282.41,1285.44,1261.74,1264.71
1995/05/26,1261.39,1269.88,1253.28,1269.88
1995/05/29,1264.08,1264.08,1250.79,1259.41
1995/05/30,1259.38,1269.06,1259.38,1266.23
1995/05/31,1264.5,1264.5,1242.2,1254.11
1995/06/01,1256.53,1261.39,1251.2,1260.6
1995/06/02,1262.37,1287.43,1262.37,1277.99
1995/06/05,1278.11,1281.18,1273.36,1279.63
1995/06/06,1276.69,1276.69,1261.98,1264.24
1995/06/07,1263.33,1264.72,1257.1,1263.34
1995/06/08,1260.01,1260.01,1242.74,1245.31
1995/06/09,1242.34,1242.34,1219.91,1223.75
1995/06/12,1222.66,1222.66,1204.19,1206.53
1995/06/13,1206.85,1210.69,1191.77,1193.16
1995/06/14,1194.47,1202.39,1194.47,1196.33
1995/06/15,1196.35,1208.03,1181.68,1208.03
1995/06/16,1212.88,1221.49,1201.1,1203.67
1995/06/19,1203.44,1209.08,1202.92,1203.2
1995/06/20,1207.43,1212.02,1190.82,1199.05
1995/06/21,1199.93,1215.62,1198.61,1213.61
1995/06/22,1212.54,1212.54,1205.23,1210.6
1995/06/23,1214.24,1232.67,1214.24,1232.15
1995/06/26,1236.27,1243.98,1230.48,1230.48
1995/06/27,1231.93,1232.15,1212.27,1214.98
1995/06/28,1211.13,1211.13,1199.46,1203.53
1995/06/29,1208.94,1222.74,1192.9,1194.88
1995/06/30,1194.62,1200.43,1188.5,1196.99
1995/07/03,1197.11,1197.11,1184.92,1194.28
1995/07/04,1195.29,1208.99,1194.34,1208.58
1995/07/05,1209.08,1215.37,1204.81,1213.02
1995/07/06,1215.48,1236.79,1213.02,1236.79
1995/07/07,1240.44,1316.57,1240.44,1298.99
1995/07/10,1303.82,1332.36,1303.82,1305.78
1995/07/11,1304.68,1321.05,1285.85,1321.05
1995/07/12,1321.75,1334.69,1319.52,1325.79
1995/07/13,1326.68,1333.76,1318.42,1322.1
1995/07/14,1323.38,1323.38,1315.01,1320.21
1995/07/17,1324.19,1343,1324.19,1336.93
1995/07/18,1340.66,1348.46,1321.41,1321.41
1995/07/19,1317.25,1317.25,1301.03,1306.59
1995/07/20,1303.14,1309.9,1292.94,1309.9
1995/07/21,1313.29,1319.74,1313.29,1318.24
1995/07/24,1320.57,1324.19,1311.15,1322.46
1995/07/25,1321.75,1321.75,1298.04,1299.86
1995/07/26,1300.97,1310.31,1300.06,1309.61
1995/07/27,1309.63,1328.45,1307.65,1325.32
1995/07/28,1323.54,1330.73,1314.26,1327.61
1995/07/31,1327.91,1345.42,1324.9,1336.1
1995/08/01,1333.26,1333.26,1312.61,1314.15
1995/08/02,1312.15,1337.54,1310.16,1330.99
1995/08/03,1336.75,1363.78,1336.75,1351.37
1995/08/04,1350.48,1351.14,1336.81,1340.61
1995/08/07,1344.52,1349.4,1331.74,1336.32
1995/08/08,1338.29,1347.99,1330.72,1347.99
1995/08/09,1347.21,1353.61,1343.23,1349.53
1995/08/10,1348,1348,1335.43,1345.11
1995/08/11,1347.26,1351.44,1343.88,1349.56
1995/08/14,1350.64,1358.93,1350.64,1357.08
1995/08/15,1357.93,1394.86,1356.8,1394.86
1995/08/16,1399.05,1455.78,1399.05,1449.01
1995/08/17,1446.1,1449.5,1437.61,1441.42
1995/08/18,1437.86,1437.86,1424.02,1433.32
1995/08/21,1431.9,1431.9,1416.09,1420.59
1995/08/22,1419.54,1426.99,1416.98,1418.33
1995/08/23,1418.38,1419.27,1404.6,1409.19
1995/08/24,1407.46,1417.63,1399.92,1417.04
1995/08/25,1416.78,1416.86,1406.71,1410.24
1995/08/28,1408.58,1415.18,1400.64,1413.29
1995/08/29,1416.28,1435.47,1413.89,1433.46
1995/08/30,1435.69,1440.83,1422.27,1422.45
1995/08/31,1421.13,1429.57,1412.78,1427.58
1995/09/01,1423.98,1429.97,1416.1,1425.04
1995/09/04,1424.82,1425.71,1404.56,1410.23
1995/09/05,1409.38,1409.44,1394.2,1408.01
1995/09/06,1408.62,1414.79,1403.66,1404.67
1995/09/07,1406.83,1409.32,1400.32,1405.6
1995/09/08,1407.87,1446.53,1407.87,1436.66
1995/09/11,1437.05,1458.12,1434.41,1454.92
1995/09/12,1457.88,1465.89,1453.84,1455.59
1995/09/13,1454.23,1469.39,1449.59,1468.91
1995/09/14,1473.28,1482.8,1472.5,1481.07
1995/09/18,1483.68,1491.74,1460.55,1460.55
1995/09/19,1457.02,1464.16,1453.45,1464.16
1995/09/20,1471.86,1477.34,1447.92,1450.17
1995/09/21,1446.83,1446.83,1432.94,1438.01
1995/09/22,1431.8,1431.8,1411.02,1412.43
1995/09/25,1413.23,1417.71,1406.35,1408
1995/09/26,1410.01,1420.48,1405.32,1420.48
1995/09/27,1421.7,1443.15,1416.38,1443.15
1995/09/28,1441.36,1446.26,1432.44,1435.77
1995/09/29,1437.41,1443.01,1425.74,1438.16
1995/10/02,1438.29,1438.29,1420.89,1422.07
1995/10/03,1423.91,1445.1,1422.14,1444.46
1995/10/04,1445.89,1459.73,1441.81,1451.99
1995/10/05,1450.87,1456.33,1445.61,1456.33
1995/10/06,1453.92,1471.03,1452.16,1468.31
1995/10/09,1468.49,1469.22,1451.97,1453.04
1995/10/11,1450.54,1450.54,1427.04,1427.04
1995/10/12,1427.37,1433.78,1421.32,1426.12
1995/10/13,1425.79,1428.03,1416.04,1425.24
1995/10/16,1426.41,1436.13,1425.99,1431.28
1995/10/17,1430.36,1432.51,1421.41,1431.61
1995/10/18,1429.78,1429.78,1417.48,1424.95
1995/10/19,1426.49,1435.28,1426.49,1434.27
1995/10/20,1436.04,1449.74,1435.38,1445.73
1995/10/23,1443.87,1445.16,1437.57,1445.16
1995/10/24,1442.99,1448.39,1438.84,1438.87
1995/10/25,1438.41,1438.45,1432.04,1433.66
1995/10/26,1433.02,1433.02,1412.17,1415.04
1995/10/27,1412.19,1412.19,1388.43,1388.43
1995/10/30,1390.53,1398.36,1389.06,1398.36
1995/10/31,1397.17,1411.21,1391.82,1411.14
1995/11/01,1409.2,1409.2,1400.18,1405.95
1995/11/02,1409.39,1435.52,1409.39,1435.52
1995/11/06,1433.66,1447.12,1433.01,1435.94
1995/11/07,1435.93,1437.31,1430.5,1435.18
1995/11/08,1433.35,1433.35,1427.06,1427.92
1995/11/09,1428.06,1438.71,1427.22,1427.37
1995/11/10,1425.89,1425.89,1418.66,1424.35
1995/11/13,1424.79,1426.12,1417.83,1420.75
1995/11/14,1422.82,1426.08,1418.66,1420.77
1995/11/15,1420.92,1422.61,1410.67,1411.67
1995/11/16,1412.44,1424.85,1409.23,1424.85
1995/11/17,1429.17,1440.3,1428.83,1439.26
1995/11/20,1442.54,1459.58,1442.54,1456.38
1995/11/21,1456.69,1459.63,1449.19,1454.44
1995/11/22,1453.74,1453.74,1443.93,1445.06
1995/11/24,1445.04,1445.12,1439.04,1442.08
1995/11/27,1443.61,1469.57,1443.61,1463.66
1995/11/28,1465.08,1476.45,1462.24,1473.69
1995/11/29,1473.68,1476.85,1461.39,1464.31
1995/11/30,1467.29,1485.91,1467.29,1482.21
1995/12/01,1483.63,1499.35,1482.39,1497.65
1995/12/04,1501.85,1511.81,1501.85,1502.71
1995/12/05,1504.3,1506.36,1498.85,1502.26
1995/12/06,1502.67,1514.05,1502.23,1510.38
1995/12/07,1512.12,1538.39,1512.12,1536.91
1995/12/08,1535.37,1536.39,1519.13,1527.34
1995/12/11,1528.81,1531.65,1520.91,1523.66
1995/12/12,1523.86,1534.27,1523.86,1529.41
1995/12/13,1532.36,1538.02,1527.86,1527.86
1995/12/14,1528.99,1542.67,1525.34,1539.07
1995/12/15,1539.46,1541.26,1527.39,1531.09
1995/12/18,1532.98,1537.7,1529.33,1531.66
1995/12/19,1526.34,1526.34,1516.39,1520.12
1995/12/20,1524.85,1546.44,1524.85,1544.98
1995/12/21,1544.74,1560.45,1542.9,1560.45
1995/12/22,1565.23,1571.9,1563.61,1568.72
1995/12/25,1570.28,1575.26,1569.3,1573.61
1995/12/26,1574.2,1577.3,1566.27,1577.28
1995/12/27,1579.47,1586.57,1579.47,1585.87
1995/12/28,1585.06,1585.55,1572.42,1572.42
1995/12/29,1571.73,1578.13,1566.78,1577.7
1996/01/04,1583.33,1631.84,1583.33,1631.06
1996/01/05,1629.88,1632.71,1623.22,1632.03
1996/01/08,1629.12,1630.7,1615.88,1621.42
1996/01/09,1620.74,1622.83,1609.34,1622.83
1996/01/10,1616.96,1621.05,1610.2,1617.45
1996/01/11,1612.37,1612.37,1591.35,1599.98
1996/01/12,1602.64,1607.71,1586.71,1592.21
1996/01/16,1592.95,1603.08,1592.27,1603.08
1996/01/17,1608.56,1617.21,1604.95,1605.01
1996/01/18,1603.86,1603.86,1584.73,1587.31
1996/01/19,1587.9,1587.9,1574.34,1585.52
1996/01/22,1586.25,1586.3,1568.71,1570.39
1996/01/23,1571.65,1578.89,1561.1,1564.1
1996/01/24,1563.46,1573.63,1558.26,1573.63
1996/01/25,1576.87,1586.89,1576.87,1583.64
1996/01/26,1583.55,1598.35,1576.4,1597.14
1996/01/29,1597.23,1600.38,1591.48,1593.22
1996/01/30,1594.03,1602.57,1593.89,1598.14
1996/01/31,1602.85,1619.48,1602.85,1613.11
1996/02/01,1613.59,1625.19,1612.01,1624.52
1996/02/02,1624.37,1628.42,1616.95,1617.51
1996/02/05,1616.44,1616.44,1599.56,1601
1996/02/06,1597.57,1602.89,1590.08,1602.89
1996/02/07,1602.24,1624.48,1597.82,1622.14
1996/02/08,1622.51,1631.62,1618.35,1630.07
1996/02/09,1630.47,1630.95,1618.97,1620.5
1996/02/13,1621.62,1625.81,1610.12,1610.23
1996/02/14,1611.07,1621.27,1611.07,1617.41
1996/02/15,1616.06,1619.73,1606.04,1610.26
1996/02/16,1607.6,1607.6,1591.77,1603.74
1996/02/19,1600.23,1600.23,1591.91,1596.51
1996/02/20,1592.5,1592.5,1580.75,1589.91
1996/02/21,1589.63,1589.82,1570.71,1572.71
1996/02/22,1574.94,1576.69,1569.88,1572.46
1996/02/23,1575.43,1579.98,1566.68,1568.18
1996/02/26,1566.63,1572.12,1565.3,1572.12
1996/02/27,1569.6,1569.6,1551.91,1553.37
1996/02/28,1555.97,1561.72,1545.33,1547.22
1996/02/29,1549.67,1560.46,1545.27,1560.46
1996/03/01,1558.35,1565.18,1547.84,1564.83
1996/03/04,1564.15,1567.69,1556.04,1556.04
1996/03/05,1555.39,1562.23,1554.08,1554.08
1996/03/06,1553.26,1554.01,1540.89,1551.9
1996/03/07,1548.84,1548.84,1530.17,1530.17
1996/03/08,1526.98,1544.14,1523.85,1543.9
1996/03/11,1537.82,1537.82,1520.92,1525.48
1996/03/12,1531.49,1537.34,1530.04,1535.75
1996/03/13,1534.78,1534.78,1520.46,1524.12
1996/03/14,1524.71,1533.89,1522.75,1533.89
1996/03/15,1535.87,1556.15,1535.87,1552.35
1996/03/18,1555.84,1563.37,1555.84,1558.79
1996/03/19,1563.01,1578.62,1563.01,1569.73
1996/03/21,1571.01,1588.49,1571.01,1588.01
1996/03/22,1589.12,1590.06,1579.79,1584.91
1996/03/25,1587.45,1599.25,1587.45,1598.54
1996/03/26,1599.63,1622.25,1599.63,1603.66
1996/03/27,1605.83,1619.63,1603.64,1619.63
1996/03/28,1620.03,1626.44,1617.44,1620.69
1996/03/29,1621.97,1638.1,1621.16,1636.88
1996/04/01,1640.36,1655.78,1640.36,1649.75
1996/04/02,1649.78,1650.57,1641.92,1650.02
1996/04/03,1652.73,1661.59,1642.63,1645.59
1996/04/04,1644.43,1648.05,1640.11,1642.5
1996/04/05,1645.3,1658.73,1645.3,1658.73
1996/04/08,1656.67,1656.67,1642.57,1645.12
1996/04/09,1650.23,1669.17,1650.23,1664.98
1996/04/10,1666.73,1676.54,1666.73,1669.71
1996/04/11,1667.79,1674.38,1661.99,1672.34
1996/04/12,1672.92,1678.45,1665.52,1672.69
1996/04/15,1675.76,1686.57,1675.76,1683.01
1996/04/16,1686.75,1694,1679.33,1679.33
1996/04/17,1682.35,1687.72,1675.36,1677.48
1996/04/18,1673.55,1676.34,1668.16,1673.31
1996/04/19,1673.33,1682.06,1666.3,1679.4
1996/04/22,1681.1,1696.42,1681.1,1696.42
1996/04/23,1698.48,1704.01,1698.34,1702.61
1996/04/24,1703.99,1712.44,1703.99,1711.8
1996/04/25,1714.09,1719.03,1709.94,1714.05
1996/04/26,1715.63,1719.39,1714.2,1718
1996/04/30,1710.82,1712.7,1699.83,1712.42
1996/05/01,1711.87,1713.13,1694.97,1697.61
1996/05/02,1695.32,1695.32,1677.83,1685.8
1996/05/07,1682.9,1682.9,1666.04,1670.47
1996/05/08,1668.8,1681.18,1665.25,1681.18
1996/05/09,1682.13,1683.35,1657.71,1664.76
1996/05/10,1663.88,1666.79,1657.94,1657.94
1996/05/13,1660.65,1664.07,1643.1,1643.1
1996/05/14,1645.19,1652.01,1642.36,1652.01
1996/05/15,1656.81,1690.16,1656.81,1690.16
1996/05/16,1691.99,1704.66,1691.99,1697.56
1996/05/17,1695.36,1698.74,1678.58,1684.33
1996/05/20,1686.21,1703.96,1686.21,1689.04
1996/05/21,1689.23,1693.92,1679.31,1689.3
1996/05/22,1689.29,1693.81,1675.16,1683.12
1996/05/23,1681.77,1682.44,1658.31,1662.1
1996/05/24,1658.75,1668.12,1654.81,1664.55
1996/05/27,1667.07,1669.17,1653.74,1658.44
1996/05/28,1661.08,1677.5,1661.08,1675.23
1996/05/29,1675.2,1687.06,1670.6,1680.86
1996/05/30,1679.31,1679.31,1672.99,1673.41
1996/05/31,1674.4,1684.24,1674.17,1680.57
1996/06/03,1681.22,1682.2,1658.64,1658.64
1996/06/04,1661.72,1676.78,1661.72,1675.55
1996/06/05,1676.96,1681.72,1671.2,1675.1
1996/06/06,1675.88,1681.02,1667.65,1668.48
1996/06/07,1667.76,1667.76,1659.69,1659.69
1996/06/10,1658.92,1658.92,1653.94,1657.92
1996/06/11,1656.57,1667.15,1653.35,1666.53
1996/06/12,1671.15,1687.44,1671.15,1684.63
1996/06/13,1685.03,1692.18,1684.85,1684.85
1996/06/14,1688.17,1707.22,1688.17,1700.1
1996/06/17,1702.47,1711.67,1692.21,1692.21
1996/06/18,1696.16,1702.01,1693.66,1698.16
1996/06/19,1695.02,1705.45,1693.46,1698.63
1996/06/20,1699.12,1700.53,1688.68,1700.53
1996/06/21,1704.85,1713.13,1704.85,1709.6
1996/06/24,1712.82,1722.53,1712.33,1718.91
1996/06/25,1718.67,1720.84,1712.19,1715.53
1996/06/26,1716.02,1725.64,1716.02,1722.13
1996/06/27,1721.26,1721.56,1707.97,1712.21
1996/06/28,1714.68,1718.51,1709.45,1712.45
1996/07/01,1714.76,1716.03,1704.4,1708.21
1996/07/02,1709.16,1710.69,1696.61,1699.43
1996/07/03,1698.94,1698.98,1693.98,1698.34
1996/07/04,1696.97,1697.25,1688.83,1692.29
1996/07/05,1690.65,1695.19,1688.72,1690.5
1996/07/08,1685.41,1685.41,1662.81,1669.44
1996/07/09,1668.53,1670.93,1663.01,1667.32
1996/07/10,1669.16,1674.36,1657.79,1658.17
1996/07/11,1657.21,1660.62,1651.74,1660.62
1996/07/12,1654.53,1654.53,1641.96,1647.25
1996/07/15,1644.44,1644.78,1638.53,1644.47
1996/07/16,1638.02,1638.02,1621.83,1626.11
1996/07/17,1630.11,1635.4,1618.99,1625.54
1996/07/18,1627.92,1636.08,1627.92,1636.08
1996/07/19,1638.35,1643.46,1630.6,1630.6
1996/07/22,1630.31,1630.31,1600.4,1603.23
1996/07/23,1600.46,1609.7,1589.53,1609.7
1996/07/24,1605.99,1605.99,1581.71,1581.71
1996/07/25,1586.56,1593.59,1578.94,1590.44
1996/07/26,1593.38,1603.76,1591.73,1603.24
1996/07/29,1607.32,1615.18,1597.1,1598.08
1996/07/30,1594.76,1594.76,1587.16,1591.26
1996/07/31,1591.15,1591.15,1579.45,1584.43
1996/08/01,1582.04,1601.43,1573.86,1597.38
1996/08/02,1600.8,1606.49,1597.97,1597.97
1996/08/05,1601.65,1609.28,1600.57,1601.88
1996/08/06,1597.72,1597.72,1582.42,1584.81
1996/08/07,1583.42,1585.26,1565.73,1568.44
1996/08/08,1570.59,1580.54,1570.59,1578.9
1996/08/09,1578.49,1578.49,1565.32,1567.44
1996/08/12,1565.07,1570.52,1559.22,1570.52
1996/08/13,1569.35,1581.74,1568.85,1580.71
1996/08/14,1578.91,1589.73,1575.55,1589.73
1996/08/15,1592.28,1598.42,1587.05,1588.79
1996/08/16,1589.05,1590.17,1581.12,1584.84
1996/08/19,1585.3,1596.82,1584.78,1591.77
1996/08/20,1594.23,1596.62,1588.4,1594.86
1996/08/21,1598.67,1608.67,1598.67,1605.92
1996/08/22,1605.35,1615.5,1605.1,1613.96
1996/08/23,1616.15,1618.06,1605.11,1607.3
1996/08/26,1605.52,1605.52,1582.87,1582.87
1996/08/27,1580.53,1589.39,1578.13,1583.12
1996/08/28,1582.61,1587.67,1568.19,1572.12
1996/08/29,1570.86,1571.66,1557.01,1559.21
1996/08/30,1555.11,1555.11,1537.23,1543.49
1996/09/02,1543.81,1544.23,1535.22,1539.67
1996/09/03,1538.26,1548.35,1531.44,1546.12
1996/09/04,1545.8,1548.41,1536.74,1540.99
1996/09/05,1542.58,1560.94,1542.58,1557.8
1996/09/06,1556.81,1556.81,1542.89,1545.92
1996/09/09,1550.36,1555.11,1541.18,1542.58
1996/09/10,1546.03,1560.23,1546.03,1560.23
1996/09/11,1559.93,1561.22,1554.58,1559.15
1996/09/12,1556.73,1558.18,1550.05,1554.34
1996/09/13,1554.19,1577.35,1554.19,1575.75
1996/09/17,1581.79,1606.71,1581.79,1604.96
1996/09/18,1605.2,1607.29,1594.88,1597.48
1996/09/19,1594.62,1601.89,1588.18,1601.89
1996/09/20,1600.89,1600.89,1590.31,1592.39
1996/09/24,1591.24,1591.82,1585.61,1589.48
1996/09/25,1589.12,1602.37,1588.47,1602.37
1996/09/26,1603.8,1617.98,1603.8,1611.64
1996/09/27,1611.75,1622.25,1610.1,1622.25
1996/09/30,1622.45,1628.47,1619.93,1627.55
1996/10/01,1625.96,1626.65,1619.56,1622.91
1996/10/02,1622.75,1623.88,1615.34,1620.21
1996/10/03,1621.47,1622.36,1606.44,1608.02
1996/10/04,1604.18,1604.18,1591.61,1593.6
1996/10/07,1593.8,1594.08,1586.18,1590.88
1996/10/08,1587.19,1591.29,1579.82,1581.72
1996/10/09,1577.46,1577.46,1568.58,1569.96
1996/10/11,1570.08,1573.17,1566.44,1571.87
1996/10/14,1573.49,1577.12,1569.8,1576.25
1996/10/15,1579.58,1601.86,1579.58,1601.86
1996/10/16,1603.54,1606.01,1600.1,1600.9
1996/10/17,1601.43,1603.39,1597.7,1602.57
1996/10/18,1605.27,1624.34,1605.27,1615.21
1996/10/21,1614.85,1614.85,1597.06,1597.06
1996/10/22,1592.91,1592.91,1580.07,1583.81
1996/10/23,1580.32,1580.32,1563.54,1576.73
1996/10/24,1574.7,1577.57,1565.06,1571.09
1996/10/25,1566.75,1566.75,1553.11,1557.76
1996/10/28,1556.78,1565.95,1556.53,1564.94
1996/10/29,1566.88,1577.91,1566.88,1572.8
1996/10/30,1573.93,1575.73,1559.82,1562.88
1996/10/31,1562.35,1563.81,1550.33,1550.55
1996/11/01,1552.67,1558.47,1545.68,1557.57
1996/11/05,1558.3,1560.75,1549.57,1553.8
1996/11/06,1556.19,1576.03,1556.19,1573.17
1996/11/07,1578.33,1583.48,1560.59,1561.99
1996/11/08,1561.26,1578.88,1559.61,1576.65
1996/11/11,1575.21,1582.27,1571.01,1572.83
1996/11/12,1573.36,1578.18,1573.21,1576.75
1996/11/13,1577.19,1579.04,1564.83,1567.78
1996/11/14,1570,1573.07,1566.58,1569.85
1996/11/15,1570.24,1574.65,1563.29,1564.74
1996/11/18,1564.2,1565.06,1555.76,1556.33
1996/11/19,1555.34,1562.36,1553.08,1562.08
1996/11/20,1565.29,1575.6,1565.29,1572.78
1996/11/21,1571.97,1579,1569.22,1570.61
1996/11/22,1569.13,1574.25,1562.7,1573.56
1996/11/25,1576.09,1581.67,1575.04,1578.47
1996/11/26,1583.03,1589.84,1578.02,1584.79
1996/11/27,1583.24,1587.95,1577.95,1584.79
1996/11/28,1581.17,1581.17,1568.38,1568.38
1996/11/29,1566.71,1574.53,1562.8,1562.8
1996/12/02,1563.51,1564.8,1542.19,1542.19
1996/12/03,1542.32,1546.48,1529.56,1535.64
1996/12/04,1532.42,1536.36,1528.23,1536.36
1996/12/05,1536.69,1552.35,1536.69,1551.76
1996/12/06,1553.9,1555.46,1508.71,1517.01
1996/12/09,1524.88,1535.17,1523.85,1532.77
1996/12/10,1536.71,1547.49,1536.71,1542.99
1996/12/11,1540.13,1540.13,1519.92,1524.9
1996/12/12,1519.73,1519.73,1507.04,1512.43
1996/12/13,1509.48,1509.48,1483.31,1501.95
1996/12/16,1505.91,1511.98,1504.72,1511.98
1996/12/17,1509.28,1519.91,1501.61,1515.42
1996/12/18,1516.12,1518.14,1498.48,1498.48
1996/12/19,1497.58,1497.58,1469.55,1469.73
1996/12/20,1473.59,1480.49,1468.85,1475.84
1996/12/24,1475.37,1475.37,1448.45,1448.45
1996/12/25,1450.62,1469.43,1450.62,1469.43
1996/12/26,1469.42,1469.42,1437.77,1460.01
1996/12/27,1462.52,1469.54,1456.78,1466.8
1996/12/30,1467.17,1470.94,1455.83,1470.94
1997/01/06,1470.8,1482.15,1464.58,1480.86
1997/01/07,1480.47,1480.47,1453.05,1453.05
1997/01/08,1453,1453.91,1428.56,1433.28
1997/01/09,1430.24,1430.24,1390.92,1392.18
1997/01/10,1391.16,1392.34,1321.97,1337.03
1997/01/13,1339.86,1385.66,1321.33,1383.11
1997/01/14,1379.86,1386.58,1347.47,1386.58
1997/01/16,1388.01,1402,1385.22,1394.01
1997/01/17,1390.45,1405.84,1383.38,1388.36
1997/01/20,1389.75,1389.75,1344.72,1359.17
1997/01/21,1356.36,1361.91,1345.93,1349.32
1997/01/22,1354.29,1382.12,1354.29,1378.62
1997/01/23,1376.35,1380.55,1368.86,1369.75
1997/01/24,1368.01,1368.01,1349.28,1353.48
1997/01/27,1351.07,1351.07,1324.57,1326.6
1997/01/28,1324.18,1345.88,1315.85,1345.88
1997/01/29,1347.55,1366.44,1340.53,1366.44
1997/01/30,1365.26,1369.42,1340.99,1345.7
1997/01/31,1350.26,1379.76,1350.26,1372.48
1997/02/03,1372.25,1374.51,1366.26,1367.74
1997/02/04,1371.52,1389.83,1371.52,1375.74
1997/02/05,1374.26,1374.26,1343.61,1355.4
1997/02/06,1357.14,1361.96,1344.92,1349.88
1997/02/07,1351.1,1361.47,1338.26,1341.5
1997/02/10,1341.59,1358.11,1337.78,1354.89
1997/02/12,1358.3,1373.13,1358.3,1368.43
1997/02/13,1374.1,1395.25,1374.1,1382.79
1997/02/14,1385.56,1396.73,1381.13,1389.88
1997/02/17,1391.82,1398.28,1390.33,1393.74
1997/02/18,1392.58,1395.2,1381.12,1381.12
1997/02/19,1381,1382.42,1368.47,1380.24
1997/02/20,1385.59,1418.8,1385.59,1411.66
1997/02/21,1411.16,1433.42,1411.16,1425.01
1997/02/24,1428.48,1444.73,1421.39,1423.3
1997/02/25,1419.6,1428.74,1412.02,1425.37
1997/02/26,1427.66,1434.5,1409.99,1416.2
1997/02/27,1411.98,1413.39,1401.78,1413.39
1997/02/28,1412.64,1412.64,1385.21,1390.59
1997/03/03,1387.49,1387.49,1372.94,1379.58
1997/03/04,1384.86,1397.35,1383.97,1387.94
1997/03/05,1390.47,1391.95,1367.5,1371.92
1997/03/06,1375.86,1378.72,1350.92,1354.01
1997/03/07,1350.59,1362.29,1340.88,1362.29
1997/03/10,1361.77,1361.77,1349.91,1360.15
1997/03/11,1361.26,1369.98,1360.05,1369.05
1997/03/12,1369.7,1373.28,1358.43,1366.58
1997/03/13,1364.11,1364.11,1350.03,1351.04
1997/03/14,1347.4,1353.54,1336.5,1353.54
1997/03/17,1355.25,1362.58,1351.21,1358.75
1997/03/18,1360.74,1377.4,1360.74,1376.99
1997/03/19,1379.5,1386.39,1375.87,1381.39
1997/03/21,1382.54,1395.19,1382.54,1394.48
1997/03/24,1397.77,1405.77,1375.58,1375.71
1997/03/25,1380.46,1398.05,1380.46,1392.81
1997/03/26,1393.97,1400.21,1381.75,1395.7
1997/03/27,1399.52,1405.16,1371.87,1382.58
1997/03/28,1380.16,1380.16,1372.74,1378.71
1997/03/31,1377.19,1380.54,1358.03,1373.26
1997/04/01,1369.25,1369.25,1343.21,1363.05
1997/04/02,1364.57,1376.44,1358.07,1375.6
1997/04/03,1374.73,1386.07,1372.7,1380.7
1997/04/04,1380.74,1381.02,1363.41,1369.82
1997/04/07,1371.91,1375.05,1353.48,1354.83
1997/04/08,1355.81,1365.98,1343.89,1365.05
1997/04/09,1364.47,1364.47,1342.41,1343.39
1997/04/10,1346.26,1353.65,1320.82,1320.82
1997/04/11,1320.77,1340.46,1311.31,1336.53
1997/04/14,1330.73,1338.23,1320.4,1327.51
1997/04/15,1328.89,1348.06,1328.89,1342.4
1997/04/16,1346.25,1359,1346.25,1356.5
1997/04/17,1356.14,1366.11,1356.14,1366.11
1997/04/18,1368.55,1388.14,1368.22,1386.66
1997/04/21,1389.68,1405.11,1389.68,1404.7
1997/04/22,1404.3,1419.98,1402.4,1405.58
1997/04/23,1410.46,1424.97,1410.46,1420.79
1997/04/24,1420.11,1433.72,1415.24,1419.09
1997/04/25,1416.14,1424.49,1409.47,1411.63
1997/04/28,1410.96,1413.29,1405.12,1410.85
1997/04/30,1416.98,1442.19,1416.98,1441.19
1997/05/01,1445.25,1468.64,1445.25,1453.24
1997/05/02,1452.37,1467.53,1450.64,1467.53
1997/05/06,1474.45,1512.9,1474.45,1509.13
1997/05/07,1507.21,1510.99,1495.84,1500.52
1997/05/08,1494.89,1497.52,1489.06,1494.91
1997/05/09,1496.49,1498.97,1475.7,1478.04
1997/05/12,1472.72,1493.45,1459.62,1493.45
1997/05/13,1496.88,1515.14,1496.88,1500.67
1997/05/14,1501.42,1502.32,1493.8,1502.31
1997/05/15,1499.83,1499.83,1477.79,1489.18
1997/05/16,1490.21,1505.19,1490.21,1503.29
1997/05/19,1501.68,1518.84,1498.4,1512.83
1997/05/20,1514.76,1521.29,1500.83,1503.56
1997/05/21,1503.31,1503.74,1473.76,1475.99
1997/05/22,1476.21,1479.34,1469.3,1476.93
1997/05/23,1480.7,1490.4,1480.7,1489.89
1997/05/26,1492.58,1498.2,1488.75,1494.61
1997/05/27,1494.95,1498.68,1483.25,1484.45
1997/05/28,1486.67,1503.25,1486.6,1503.25
1997/05/29,1504.64,1507.87,1495.71,1503.34
