,TOPIX:始値,TOPIX:高値,TOPIX:安値,TOPIX:終値
2016/01/18,1376.24,1393.44,1363.91,1387.93
2016/01/19,1382.45,1395.18,1374.91,1390.41
2016/01/20,1386.16,1386.54,1337.26,1338.97
2016/01/21,1339.72,1359.74,1301.49,1301.49
2016/01/22,1327.93,1375.95,1327.84,1374.19
2016/01/25,1393.87,1398.74,1376.67,1392.63
2016/01/26,1372.57,1373.11,1357.54,1360.23
2016/01/27,1383.41,1403.46,1382.89,1400.7
2016/01/28,1392.93,1406.26,1385.86,1392.1
2016/01/29,1400.73,1435.31,1370.15,1432.07
2016/02/01,1448.04,1463.79,1445.81,1462.67
2016/02/02,1449.01,1461.88,1445.58,1452.04
2016/02/03,1428.28,1429.32,1396.65,1406.27
2016/02/04,1392.43,1403.86,1382.22,1388.81
2016/02/05,1368.61,1373.78,1352.92,1368.97
2016/02/08,1351.69,1388.73,1345.91,1380.41
2016/02/09,1352.89,1352.94,1299.53,1304.33
2016/02/10,1305.87,1309.22,1246.57,1264.96
2016/02/12,1240.92,1242.59,1193.85,1196.28
2016/02/15,1220.14,1303.4,1219.78,1292.23
2016/02/16,1281.48,1321.21,1276.72,1297.01
2016/02/17,1294.34,1311.15,1265.48,1282.4
2016/02/18,1307.06,1322.28,1305.12,1311.2
2016/02/19,1298.83,1299.63,1281.28,1291.82
2016/02/22,1281.74,1304.94,1278.61,1300
2016/02/23,1309.01,1316.05,1289.22,1291.17
2016/02/24,1274.37,1292.36,1266.69,1284.53
2016/02/25,1289.64,1313.12,1289.52,1307.54
2016/02/26,1320.14,1330.23,1310.64,1311.27
2016/02/29,1325.63,1333.11,1297.85,1297.85
2016/03/01,1295.16,1304.7,1284.5,1300.83
2016/03/02,1325.53,1354.67,1325.06,1349.61
2016/03/03,1348.32,1370,1348.01,1369.05
2016/03/04,1366.73,1376.25,1360.89,1375.35
2016/03/07,1373.78,1373.85,1360.86,1361.9
2016/03/08,1357.78,1361.54,1330.58,1347.72
2016/03/09,1334.89,1338.15,1322.14,1332.33
2016/03/10,1344.95,1355.09,1337.03,1352.17
2016/03/11,1334.71,1364.5,1331.63,1359.32
2016/03/14,1375.61,1384.35,1371.96,1379.95
2016/03/15,1377.54,1383.43,1365.87,1372.08
2016/03/16,1361.83,1373.31,1360.05,1360.5
2016/03/17,1369.38,1380.98,1348.6,1358.97
2016/03/18,1354.55,1359.83,1335.34,1345.05
2016/03/22,1359.99,1374.97,1354.57,1369.93
2016/03/23,1371.29,1378.25,1361.86,1364.2
2016/03/24,1360.07,1365.04,1348.88,1354.61
2016/03/25,1357.37,1368.22,1352.78,1366.05
2016/03/28,1375.16,1381.85,1364.8,1381.85
2016/03/29,1367.86,1380.41,1367.86,1377.6
2016/03/30,1373.18,1374.84,1356.09,1356.29
2016/03/31,1363.12,1367.88,1346.83,1347.2
2016/04/01,1343.24,1343.24,1298.48,1301.4
2016/04/04,1296.78,1313.96,1292.59,1302.71
2016/04/05,1295.21,1298.04,1266.77,1268.37
2016/04/06,1266.19,1274.56,1256.31,1267.75
2016/04/07,1267.33,1281.37,1261.36,1272.64
2016/04/08,1255.07,1303.13,1250.77,1287.69
2016/04/11,1281.64,1282.67,1263.25,1279.79
2016/04/12,1278.26,1302.62,1277.25,1299.35
2016/04/13,1316.03,1334.9,1314.17,1332.44
2016/04/14,1352.03,1371.35,1349.96,1371.35
2016/04/15,1353.48,1368.22,1353.48,1361.4
2016/04/18,1334.49,1335.26,1313.35,1320.15
2016/04/19,1345.02,1365.9,1343.65,1363.03
2016/04/20,1375.11,1380.49,1363.38,1365.78
2016/04/21,1386.76,1394.22,1381.25,1393.68
2016/04/22,1380.92,1407.99,1379.46,1407.5
2016/04/25,1412.8,1412.98,1398,1401.83
2016/04/26,1394.51,1397.8,1379.51,1391.69
2016/04/27,1391.68,1395.58,1379.68,1384.3
2016/04/28,1396.65,1404.78,1339.28,1340.55
2016/05/02,1316.57,1316.61,1289.49,1299.96
2016/05/06,1305.4,1309.3,1289.01,1298.32
2016/05/09,1308.11,1313.25,1302.9,1306.66
2016/05/10,1310.92,1337.15,1307.31,1334.9
2016/05/11,1347.95,1353.03,1330.98,1334.3
2016/05/12,1321.8,1338.47,1316.92,1337.27
2016/05/13,1343.48,1343.48,1319.39,1320.19
2016/05/16,1318.15,1333.82,1317.14,1321.65
2016/05/17,1330.52,1335.98,1324.81,1335.85
2016/05/18,1333.59,1349.27,1327.33,1338.38
2016/05/19,1349.3,1352.57,1332.09,1336.56
2016/05/20,1331.97,1345.25,1329.84,1343.4
2016/05/23,1337.55,1339.44,1319.62,1338.68
2016/05/24,1334.11,1334.19,1324.49,1326.5
2016/05/25,1345.43,1348.78,1341.97,1342.88
2016/05/26,1355.73,1357.47,1340.74,1342.87
2016/05/27,1347.68,1352.39,1344.17,1349.93
2016/05/30,1359.48,1366.53,1353.37,1366.01
2016/05/31,1362.63,1380.88,1359.87,1379.8
2016/06/01,1369.96,1374.37,1358.05,1362.07
2016/06/02,1351.75,1351.75,1329.53,1331.81
2016/06/03,1333.42,1341.81,1330.29,1337.23
2016/06/06,1317.33,1332.51,1311.96,1332.43
2016/06/07,1336.29,1342.47,1330.29,1340.77
2016/06/08,1344.07,1350.97,1332.61,1350.97
2016/06/09,1343.96,1347.32,1332.19,1337.41
2016/06/10,1335.81,1335.93,1321.9,1330.72
2016/06/13,1307.97,1308.57,1284.54,1284.54
2016/06/14,1279.46,1288.24,1264.65,1271.93
2016/06/15,1267.58,1284.86,1263.89,1277.11
2016/06/16,1273.29,1275.92,1238.37,1241.56
2016/06/17,1256.85,1264.11,1248.66,1250.83
2016/06/20,1269.81,1283.93,1268.65,1279.19
2016/06/21,1269.96,1296.67,1262.97,1293.9
2016/06/22,1289.87,1291.42,1277.96,1284.61
2016/06/23,1285.72,1300.65,1282.06,1298.71
2016/06/24,1307.84,1309.08,1192.8,1204.48
2016/06/27,1216.7,1227.16,1212.24,1225.76
2016/06/28,1208.57,1233.65,1198.57,1224.62
2016/06/29,1241.27,1251.92,1232.41,1247.69
2016/06/30,1262.42,1264.4,1245.82,1245.82
2016/07/01,1254.87,1260.54,1248.49,1254.44
2016/07/04,1248.5,1263.5,1246.75,1261.97
2016/07/05,1256.87,1259.07,1249.56,1256.64
2016/07/06,1237.33,1238.09,1218.14,1234.2
2016/07/07,1230.78,1238.49,1222.7,1226.09
2016/07/08,1228.97,1234.14,1209.88,1209.88
2016/07/11,1231.26,1263.71,1231.07,1255.79
2016/07/12,1276.12,1297.49,1275.16,1285.73
2016/07/13,1305.84,1314.91,1297.28,1300.26
2016/07/14,1301.13,1312.43,1299.53,1311.16
2016/07/15,1315.43,1325.64,1310.26,1317.1
2016/07/19,1326.06,1331.39,1316.38,1331.39
2016/07/20,1325.92,1331.32,1319.07,1330.75
2016/07/21,1344.4,1347.24,1332.74,1339.39
2016/07/22,1322.1,1330.9,1321.27,1327.51
2016/07/25,1330.59,1339.06,1324.12,1325.36
2016/07/26,1316.98,1317.34,1302.63,1306.94
2016/07/27,1316.53,1331.29,1313.72,1321.67
2016/07/28,1313.76,1316.37,1303.73,1307
2016/07/29,1303.69,1323.99,1288.88,1322.74
2016/08/01,1308.3,1325.24,1299.07,1321.83
2016/08/02,1308.74,1312.94,1300.2,1300.2
2016/08/03,1282.43,1284.27,1269.77,1271.98
2016/08/04,1276.69,1284.66,1262.86,1282.99
2016/08/05,1285.2,1289.64,1278.12,1279.9
2016/08/08,1295.61,1305.53,1294.23,1305.53
2016/08/09,1305.27,1317.87,1304.79,1317.49
2016/08/10,1311.98,1318.99,1308.4,1314.83
2016/08/12,1325.32,1325.57,1318.69,1323.22
2016/08/15,1319.07,1322.99,1315.92,1316.63
2016/08/16,1318.52,1319.09,1298.47,1298.47
2016/08/17,1297.4,1312.87,1297.14,1311.13
2016/08/18,1302.29,1306.37,1290.74,1290.79
2016/08/19,1296.26,1300.03,1288.6,1295.67
2016/08/22,1300.35,1304.84,1296.25,1303.68
2016/08/23,1299.72,1307.61,1292.85,1297.56
2016/08/24,1305.35,1310.57,1302.6,1306.71
2016/08/25,1306.43,1307.6,1301.79,1304.27
2016/08/26,1299.32,1299.32,1287.9,1287.9
2016/08/29,1309.17,1316.39,1307.88,1313.24
2016/08/30,1310.09,1315.46,1308.39,1312.81
2016/08/31,1323.89,1331,1322.68,1329.54
2016/09/01,1330.77,1338.52,1327.88,1337.38
2016/09/02,1335.55,1341.51,1334.56,1340.76
2016/09/05,1357.01,1357.41,1342.68,1343.85
2016/09/06,1344.87,1353.7,1343.87,1352.58
2016/09/07,1340.33,1350.38,1339.17,1349.53
2016/09/08,1346.33,1348.29,1337.36,1345.95
2016/09/09,1345.45,1349.57,1340.64,1343.86
2016/09/12,1325.33,1329.67,1316.68,1323.1
2016/09/13,1328.32,1330.46,1317.74,1322.99
2016/09/14,1314.43,1320.85,1312.86,1314.74
2016/09/15,1306.54,1307.41,1296.39,1301.11
2016/09/16,1304.75,1313.24,1302.01,1311.5
2016/09/20,1305.17,1323.98,1304.75,1316.97
2016/09/21,1316.64,1353.52,1309.51,1352.67
2016/09/23,1347.85,1351.08,1341.53,1349.56
2016/09/26,1347.14,1347.45,1333.65,1335.84
2016/09/27,1321.37,1349.22,1313.77,1349.22
2016/09/28,1333.77,1337.03,1324.4,1330.77
2016/09/29,1340.62,1347.93,1337.81,1343.25
2016/09/30,1323.23,1328.65,1315.86,1322.78
2016/10/03,1332.14,1338.34,1329.06,1330.72
2016/10/04,1334.1,1341.05,1332.63,1340.21
2016/10/05,1345.24,1349.81,1340.62,1347.81
2016/10/06,1355.44,1360.2,1353.02,1353.93
2016/10/07,1352.9,1354.01,1345.8,1350.61
2016/10/11,1353.9,1362.33,1353.29,1356.35
2016/10/12,1342.52,1352.28,1342.19,1342.35
2016/10/13,1348.21,1353.97,1337.15,1342.31
2016/10/14,1341.14,1348.14,1337.92,1347.19
2016/10/17,1346.24,1354.93,1344.46,1352.56
2016/10/18,1350.06,1356.65,1347.47,1356.57
2016/10/19,1355.6,1359.01,1353.33,1357.2
2016/10/20,1356.27,1370.8,1355.44,1370.8
2016/10/21,1372.64,1373.18,1362.95,1365.29
2016/10/24,1366.62,1368.7,1361.51,1367.61
2016/10/25,1372.45,1378.96,1372,1377.32
2016/10/26,1375.49,1382.79,1372.77,1382.7
2016/10/27,1381.1,1387.85,1377.65,1382.01
2016/10/28,1389.8,1392.75,1386.77,1392.41
2016/10/31,1387.32,1393.44,1385.2,1393.02
2016/11/01,1391.97,1394.92,1384.45,1393.19
2016/11/02,1376.68,1377.61,1363.02,1368.44
2016/11/04,1353.8,1355.49,1337.62,1347.04
2016/11/07,1363.89,1367.28,1356.05,1362.8
2016/11/08,1367.57,1369.04,1360.1,1363.49
2016/11/09,1372.34,1382.03,1287.39,1301.16
2016/11/10,1326.85,1379.39,1326.5,1376.35
2016/11/11,1387.48,1398.99,1373.35,1378.28
2016/11/14,1386.96,1401.71,1385.97,1400
2016/11/15,1403.09,1406.05,1394.83,1402.98
2016/11/16,1416.82,1422.63,1414.84,1421.65
2016/11/17,1413.59,1423.08,1412.71,1423.08
2016/11/18,1435.31,1435.9,1428.31,1428.46
2016/11/21,1435.49,1444.18,1433.06,1442.93
2016/11/22,1441.76,1448.45,1439.79,1447.5
2016/11/24,1461.66,1463.47,1458.13,1459.96
2016/11/25,1463.92,1472.63,1456.34,1464.53
2016/11/28,1457.89,1471.19,1456.76,1469.58
2016/11/29,1462.38,1469.59,1462.24,1468.57
2016/11/30,1471.81,1473.02,1466.07,1469.43
2016/12/01,1486.08,1498.74,1478.75,1483.27
2016/12/02,1480.24,1484.52,1471.34,1477.98
2016/12/05,1470.42,1472.34,1462.07,1466.96
2016/12/06,1481.35,1483.43,1472.75,1477.2
2016/12/07,1484.16,1490.76,1481.18,1490.62
2016/12/08,1505.34,1512.69,1500.25,1512.69
2016/12/09,1512.98,1526.97,1510.98,1525.36
2016/12/12,1537.9,1542.99,1520.23,1531.43
2016/12/13,1525.87,1540.25,1523,1540.25
2016/12/14,1541.28,1542.29,1535.85,1538.69
2016/12/15,1543.37,1553.59,1536.91,1542.72
2016/12/16,1553.46,1555.04,1546.74,1550.67
2016/12/19,1546.09,1549.68,1542.58,1549.06
2016/12/20,1546.47,1553.26,1544.24,1552.36
2016/12/21,1555.31,1558.75,1541.6,1544.94
2016/12/22,1542.31,1543.82,1535.82,1543.82
2016/12/26,1540.98,1541.96,1537.76,1538.14
2016/12/27,1534.37,1544.83,1534.04,1536.22
2016/12/28,1536.47,1540.51,1533.29,1536.8
2016/12/29,1529.33,1529.33,1513.25,1518.39
2016/12/30,1509.56,1521.79,1508.01,1518.61
2017/01/04,1533.04,1554.79,1532.56,1554.48
2017/01/05,1558.06,1558.45,1550.64,1555.68
2017/01/06,1541.66,1554.78,1541.36,1553.32
2017/01/10,1550.67,1557.67,1540.09,1542.31
2017/01/11,1548.18,1552.28,1545.55,1550.4
2017/01/12,1544.63,1546.26,1528.5,1535.41
2017/01/13,1534.18,1545.64,1533.2,1544.89
2017/01/16,1540.64,1543.72,1527.37,1530.64
2017/01/17,1525.87,1525.87,1509.01,1509.1
2017/01/18,1503.14,1516.39,1495.03,1513.86
2017/01/19,1528.84,1533.98,1521.01,1528.15
2017/01/20,1527.4,1537.59,1525.52,1533.46
2017/01/23,1519.27,1523.36,1512.68,1514.63
2017/01/24,1508.38,1513.99,1504.31,1506.33
2017/01/25,1526.59,1528.93,1516.9,1521.58
2017/01/26,1536.6,1546.08,1535.25,1545.01
2017/01/27,1551.58,1553.28,1545.45,1549.25
2017/01/30,1542.62,1543.99,1535.97,1543.77
2017/01/31,1526.06,1533.04,1520.95,1521.67
2017/02/01,1511.26,1528.59,1508.21,1527.77
2017/02/02,1530.08,1530.72,1507.08,1510.41
2017/02/03,1515.83,1523.61,1509.47,1514.99
2017/02/06,1528.89,1530.16,1515.34,1520.42
2017/02/07,1510.48,1521.23,1509.2,1516.15
2017/02/08,1518.93,1524.38,1514.46,1524.15
2017/02/09,1518.19,1520.48,1511.21,1513.55
2017/02/10,1535.75,1547.59,1533.46,1546.56
2017/02/13,1558.72,1558.72,1551.02,1554.2
2017/02/14,1559.22,1559.22,1538.63,1539.12
2017/02/15,1554.05,1557.96,1552.87,1553.69
2017/02/16,1554.17,1555.78,1542.75,1551.07
2017/02/17,1542.84,1546.78,1537.73,1544.54
2017/02/20,1540.04,1548.03,1535.92,1547.01
2017/02/21,1547.87,1555.98,1547.14,1555.6
2017/02/22,1559.44,1559.51,1553.17,1557.09
2017/02/23,1556.68,1556.71,1547.24,1556.25
2017/02/24,1547.08,1558.41,1545.63,1550.14
2017/02/27,1537.75,1539.7,1525.16,1534
2017/02/28,1542.39,1549.44,1535.13,1535.32
2017/03/01,1543.11,1554.18,1536.09,1553.09
2017/03/02,1572.32,1575.21,1564.4,1564.69
2017/03/03,1562.5,1565.34,1552.1,1558.05
2017/03/06,1554.2,1557.43,1550.17,1554.9
2017/03/07,1553.23,1556.87,1552.7,1555.04
2017/03/08,1552.94,1554.1,1544.89,1550.25
2017/03/09,1556.99,1556.99,1550.44,1554.68
2017/03/10,1567.07,1574.87,1565.27,1574.01
2017/03/13,1570.33,1578.51,1569.34,1577.4
2017/03/14,1577.15,1577.15,1573.89,1574.9
2017/03/15,1568.37,1572.21,1565.75,1571.31
2017/03/16,1561.65,1574.24,1560.82,1572.69
2017/03/17,1565.42,1567.61,1563.2,1565.85
2017/03/21,1560.62,1565.92,1555.96,1563.42
2017/03/22,1540.26,1541.28,1530.1,1530.2
2017/03/23,1528.46,1531.73,1523.11,1530.41
2017/03/24,1530.05,1547.95,1529.57,1543.92
2017/03/27,1529.26,1531.59,1519.81,1524.39
2017/03/28,1537.5,1544.83,1536.08,1544.83
2017/03/29,1544.18,1545.6,1538.38,1542.07
2017/03/30,1537.76,1541.17,1526.77,1527.59
2017/03/31,1537.3,1539.7,1512.6,1512.6
2017/04/03,1518.9,1523.59,1512.46,1517.03
2017/04/04,1513.27,1513.84,1495.52,1504.54
2017/04/05,1509.9,1513.44,1497.94,1504.66
2017/04/06,1496.74,1499.59,1476.77,1480.18
2017/04/07,1491.14,1498.54,1478.17,1489.77
2017/04/10,1500.55,1503.7,1496.16,1499.65
2017/04/11,1492.3,1496.78,1488.84,1495.1
2017/04/12,1482.41,1483.41,1472.37,1479.54
2017/04/13,1465.97,1471.1,1459,1468.31
2017/04/14,1466.79,1466.79,1456.18,1459.07
2017/04/17,1452.15,1465.98,1452.15,1465.69
2017/04/18,1477.34,1480.79,1468.62,1471.53
2017/04/19,1464.18,1475.47,1463.95,1471.42
2017/04/20,1473.15,1480.46,1471.66,1472.81
2017/04/21,1485.64,1491.24,1482.79,1488.58
2017/04/24,1507.8,1508.48,1500.88,1503.19
2017/04/25,1502.43,1521.62,1502.43,1519.21
2017/04/26,1529.96,1537.41,1527.27,1537.41
2017/04/27,1531.91,1538.7,1531.4,1536.67
2017/04/28,1536.38,1538.89,1528.71,1531.8
2017/05/01,1531.45,1540.03,1530.31,1539.77
2017/05/02,1542.57,1552.83,1542.55,1550.3
2017/05/08,1569.15,1587.23,1568.83,1585.86
2017/05/09,1585.77,1586.83,1580.12,1581.77
2017/05/10,1584.38,1587.82,1582.09,1585.19
2017/05/11,1587.61,1588.84,1581.9,1586.86
2017/05/12,1585.16,1585.16,1574.31,1580.71
2017/05/15,1572.11,1580,1571.69,1580
2017/05/16,1587.79,1590.7,1580.46,1584.23
2017/05/17,1575.77,1577.65,1572.37,1575.82
2017/05/18,1554.25,1558.91,1547.99,1555.01
2017/05/19,1557.72,1562.08,1549.91,1559.73
2017/05/22,1566.64,1568.84,1562.05,1567.65
2017/05/23,1566.4,1570.44,1563.37,1565.22
2017/05/24,1577.65,1578.22,1570.91,1575.11
2017/05/25,1573.94,1582.66,1572.6,1578.42
2017/05/26,1577.24,1577.57,1569.29,1569.42
2017/05/29,1569.93,1575.05,1566.41,1570.21
2017/05/30,1569.8,1573.44,1562.78,1572.67
2017/05/31,1568.22,1571.4,1565.25,1568.37
2017/06/01,1570.47,1587.61,1570.24,1586.14
2017/06/02,1594.61,1613.18,1593.94,1612.2
2017/06/05,1605.39,1612.91,1602.39,1609.97
2017/06/06,1606.6,1608.93,1594.88,1596.44
2017/06/07,1594.42,1599.5,1591.2,1597.09
2017/06/08,1602.53,1603.08,1589.51,1590.41
2017/06/09,1589.66,1598.2,1585.22,1591.66
2017/06/12,1588.35,1595.61,1586.28,1591.55
2017/06/13,1589.08,1597.08,1588.72,1593.51
2017/06/14,1599.34,1601.54,1591.77,1591.77
2017/06/15,1586.99,1598.03,1581.68,1588.09
2017/06/16,1595.51,1602.91,1591.62,1596.04
2017/06/19,1597.21,1607.47,1596.09,1606.07
2017/06/20,1619.49,1625.05,1617.25,1617.25
2017/06/21,1614.73,1617.35,1608.84,1611.56
2017/06/22,1612.71,1616.29,1610.38,1610.38
2017/06/23,1612.35,1613.08,1607.67,1611.34
2017/06/26,1611.29,1616.07,1610.46,1612.21
2017/06/27,1618.63,1620.41,1615.71,1619.02
2017/06/28,1616.03,1623.05,1613.01,1614.37
2017/06/29,1626.37,1627.54,1620.7,1624.07
2017/06/30,1611.08,1612.51,1604.82,1611.9
2017/07/03,1613.65,1616.82,1610.87,1614.41
2017/07/04,1625.18,1625.87,1605.4,1609.7
2017/07/05,1608.56,1618.77,1602.47,1618.63
2017/07/06,1618.03,1619.27,1611.82,1615.53
2017/07/07,1604.22,1614.57,1603.89,1607.06
2017/07/10,1617.38,1619.95,1611.54,1615.48
2017/07/11,1616.04,1627.79,1615,1627.14
2017/07/12,1622.62,1623.78,1616.59,1619.34
2017/07/13,1625.43,1626.23,1615.81,1619.11
2017/07/14,1623.79,1628.61,1621.83,1625.48
2017/07/18,1621.21,1621.54,1610.79,1620.48
2017/07/19,1616.85,1623.7,1614.9,1621.87
2017/07/20,1623.9,1634.96,1622.78,1633.01
2017/07/21,1629.35,1631.64,1628.06,1629.99
2017/07/24,1619.23,1624.12,1613.08,1621.57
2017/07/25,1621.42,1625.14,1616.94,1617.07
2017/07/26,1628.2,1628.46,1617.39,1620.88
2017/07/27,1620.39,1636.53,1619.46,1626.84
2017/07/28,1624.22,1625.2,1617.62,1621.22
2017/07/31,1618.99,1624.86,1616.49,1618.61
2017/08/01,1619.13,1628.84,1618.5,1628.5
2017/08/02,1635,1638.61,1629.24,1634.38
2017/08/03,1634.03,1635.26,1627.72,1633.82
2017/08/04,1628.96,1633.38,1626.7,1631.45
2017/08/07,1640.47,1642.34,1637.34,1639.27
2017/08/08,1640.56,1641.75,1631.61,1635.32
2017/08/09,1630.15,1632.19,1610.46,1617.9
2017/08/10,1619.64,1623.75,1612.54,1617.25
2017/08/14,1602.18,1607.33,1596.4,1599.06
2017/08/15,1611.94,1622.26,1609.83,1616.21
2017/08/16,1616.03,1619.47,1614,1616
2017/08/17,1614.62,1618.41,1612.48,1614.82
2017/08/18,1595.85,1600.6,1592.23,1597.36
2017/08/21,1601.02,1601.02,1592.28,1595.19
2017/08/22,1594.34,1600.24,1593.31,1596.12
2017/08/23,1610.79,1611.06,1598.44,1600.05
2017/08/24,1595.89,1601.17,1592.2,1592.2
2017/08/25,1596.04,1600.89,1593.09,1596.99
2017/08/28,1600.7,1603.78,1595.03,1600.12
2017/08/29,1589.29,1598.85,1589.05,1597.76
2017/08/30,1606.15,1611.66,1601.14,1607.65
2017/08/31,1614.63,1620.54,1613.73,1617.41
2017/09/01,1624.37,1624.37,1612.8,1619.59
2017/09/04,1613.59,1616.04,1600.96,1603.55
2017/09/05,1605.11,1605.39,1588.94,1590.71
2017/09/06,1580.77,1593.7,1578.66,1592
2017/09/07,1598.59,1605.83,1594.86,1598.24
2017/09/08,1593.61,1599.27,1590.33,1593.54
2017/09/11,1607.69,1618.03,1606.98,1612.26
2017/09/12,1626.87,1630.18,1624.6,1627.45
2017/09/13,1636.23,1639.54,1634.58,1637.33
2017/09/14,1637.54,1642.56,1631.05,1632.13
2017/09/15,1629.12,1640.95,1628.86,1638.94
2017/09/19,1655.89,1669.04,1654.96,1667.88
2017/09/20,1665.84,1671.5,1665.12,1667.92
2017/09/21,1678.15,1679.83,1668.34,1668.74
2017/09/22,1672.61,1673.99,1660,1664.61
2017/09/25,1674.33,1676.22,1670.37,1672.82
2017/09/26,1670.07,1674.54,1669.34,1672.74
2017/09/27,1664.35,1665.19,1658.9,1664.43
2017/09/28,1675.27,1676.92,1668.19,1676.17
2017/09/29,1672.31,1675.27,1668.52,1674.75
2017/10/02,1677.77,1678.24,1671.05,1673.62
2017/10/03,1680.27,1685.1,1676.13,1684.46
2017/10/04,1687.41,1688.97,1681.53,1684.56
2017/10/05,1685.96,1687.22,1680.95,1682.49
2017/10/06,1688.14,1690.7,1684.21,1687.16
2017/10/10,1684.66,1695.14,1683.93,1695.14
2017/10/11,1693.62,1697.33,1691.11,1696.81
2017/10/12,1703.15,1703.67,1698.69,1700.13
2017/10/13,1697.93,1713.65,1695.06,1708.62
2017/10/16,1713.33,1724.2,1711.37,1719.18
2017/10/17,1727.09,1728.97,1717.18,1723.37
2017/10/18,1724.81,1726.44,1720.75,1724.64
2017/10/19,1730.32,1733.77,1725.96,1730.04
2017/10/20,1724.47,1732.51,1723.15,1730.64
2017/10/23,1747.73,1748.01,1741.78,1745.25
2017/10/24,1743.99,1756.92,1743.33,1756.92
2017/10/25,1763.88,1764.8,1746.85,1751.43
2017/10/26,1750.01,1756.34,1748.28,1753.9
2017/10/27,1763.74,1771.65,1758.25,1771.05
2017/10/30,1770.94,1772.59,1761.86,1770.84
2017/10/31,1763.45,1768.25,1758.81,1765.96
2017/11/01,1775.99,1789.18,1773.98,1786.71
2017/11/02,1792.98,1794.38,1783.45,1794.08
2017/11/06,1798.02,1799.62,1784.36,1792.66
2017/11/07,1790.54,1813.29,1789.57,1813.29
2017/11/08,1809.07,1817.75,1804.18,1817.6
2017/11/09,1822.93,1844.05,1791.12,1813.11
2017/11/10,1790.39,1803.98,1789.7,1800.44
2017/11/13,1798.04,1798.04,1783.49,1783.49
2017/11/14,1781.61,1786.84,1776.08,1778.87
2017/11/15,1768.58,1768.58,1740.25,1744.01
2017/11/16,1738.26,1768.98,1737.72,1761.71
2017/11/17,1778.11,1782.23,1758.61,1763.76
2017/11/20,1756.38,1763.78,1753.88,1759.65
2017/11/21,1771.69,1778.85,1769.17,1771.13
2017/11/22,1782.39,1785.19,1775.58,1777.08
2017/11/24,1769.41,1781.93,1767.2,1780.56
2017/11/27,1787.94,1788.69,1773.62,1776.73
2017/11/28,1775.18,1780.88,1767.11,1772.07
2017/11/29,1783.91,1786.65,1781.65,1786.15
2017/11/30,1787.37,1795.85,1779.08,1792.08
2017/12/01,1804.8,1807.86,1787.18,1796.53
2017/12/04,1801.5,1802.28,1785.79,1786.87
2017/12/05,1780.46,1794.09,1777.34,1790.97
2017/12/06,1784.79,1787.18,1761.18,1765.42
2017/12/07,1774.8,1787.56,1774.45,1786.25
2017/12/08,1781.5,1803.84,1781.5,1803.73
2017/12/11,1809.16,1813.34,1800.54,1813.34
2017/12/12,1814.34,1820.86,1810.93,1815.08
2017/12/13,1817.55,1818.55,1806.16,1810.84
2017/12/14,1808.63,1811.99,1803.05,1808.14
2017/12/15,1801.85,1804.45,1787.04,1793.47
2017/12/18,1807.5,1818.38,1806.03,1817.9
2017/12/19,1820.88,1822.49,1814.31,1815.18
2017/12/20,1815.54,1821.91,1814.19,1821.16
2017/12/21,1819.5,1823.39,1813.41,1822.61
2017/12/22,1823.47,1830.13,1823.01,1829.08
2017/12/25,1830.79,1832.3,1826.61,1831.93
2017/12/26,1831.14,1833.28,1825.93,1827.01
2017/12/27,1825.33,1832.24,1825.1,1829.79
2017/12/28,1829.27,1830.59,1815.96,1819.03
2017/12/29,1822.24,1826.17,1816.85,1817.56
2018/01/04,1841.2,1863.82,1840.4,1863.82
2018/01/05,1873.82,1880.34,1869.78,1880.34
2018/01/09,1895.08,1895.26,1883.1,1889.29
2018/01/10,1888.83,1894.57,1888.3,1892.11
2018/01/11,1882.71,1888.09,1877.65,1888.09
2018/01/12,1886.48,1886.48,1872.86,1876.24
2018/01/15,1888.63,1892,1882.78,1883.9
2018/01/16,1883.87,1894.29,1882.21,1894.25
2018/01/17,1883.92,1892.12,1882.3,1890.82
2018/01/18,1906.39,1906.39,1874.78,1876.86
2018/01/19,1885.15,1890.41,1882.26,1889.74
2018/01/22,1890.78,1891.92,1884.63,1891.92
2018/01/23,1900.26,1911.31,1898.57,1911.07
2018/01/24,1904.83,1908.54,1898.34,1901.23
2018/01/25,1887.59,1893.15,1882.57,1884.56
2018/01/26,1889.46,1892.46,1878.89,1879.39
2018/01/29,1881.38,1889.11,1877.7,1880.45
2018/01/30,1878.73,1879.34,1853.05,1858.13
2018/01/31,1850.19,1859.62,1836.68,1836.71
2018/02/01,1849.53,1870.94,1847.01,1870.44
2018/02/02,1863.82,1867.88,1848.83,1864.2
2018/02/05,1837.56,1842.17,1821.01,1823.74
2018/02/06,1788.85,1790.08,1707.07,1743.41
2018/02/07,1775.42,1803.91,1749.58,1749.91
2018/02/08,1758.84,1772.38,1752.7,1765.69
2018/02/09,1733.02,1733.53,1708.1,1731.97
2018/02/13,1751.23,1751.23,1713.96,1716.78
2018/02/14,1719.16,1725.5,1691.65,1702.72
2018/02/15,1719.83,1728.12,1712.23,1719.27
2018/02/16,1729.17,1747.6,1725.31,1737.37
2018/02/19,1753.15,1775.15,1750.13,1775.15
2018/02/20,1767.96,1768.28,1752.75,1762.45
2018/02/21,1764.67,1772.31,1753.02,1761.61
2018/02/22,1749.85,1750.33,1737.58,1746.17
2018/02/23,1749.75,1761.02,1747.51,1760.53
